Portal,updated_at,name,plan_type,effective_price
Falabella,2025-08-12 09:00:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 09:00:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 09:00:01,Sura,Full Cobertura,28573.0
Falabella,2025-08-12 09:00:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 09:30:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 09:30:01,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 09:30:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 09:30:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 09:30:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 09:30:01,Sura,Full Cobertura,28690.0
Falabella,2025-08-12 09:30:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 10:00:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 10:00:01,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 10:00:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 10:00:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 10:00:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 10:00:01,Sura,Full Cobertura,28651.0
Falabella,2025-08-12 10:00:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 10:00:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 10:30:02,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 10:30:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 10:30:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 10:30:02,Sura,Full Cobertura,28866.0
Falabella,2025-08-12 10:30:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 10:30:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 11:00:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 11:00:02,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 11:00:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 11:00:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 11:00:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 11:00:02,Sura,Full Cobertura,32979.0
Falabella,2025-08-12 11:00:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 11:00:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 11:30:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 11:30:02,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 11:30:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 11:30:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 11:30:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 11:30:02,Sura,Full Cobertura,31197.0
Falabella,2025-08-12 11:30:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 11:30:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 12:00:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 12:00:02,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 12:00:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 12:00:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 12:00:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 12:00:02,Sura,Full Cobertura,34996.0
Falabella,2025-08-12 12:00:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 12:00:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 12:30:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 12:30:01,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 12:30:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 12:30:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 12:30:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 12:30:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 12:30:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 12:30:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 13:00:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 13:00:01,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 13:00:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 13:00:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 13:00:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 13:00:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 13:00:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 13:00:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 13:30:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 13:30:01,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 13:30:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 13:30:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 13:30:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 13:30:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 13:30:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 13:30:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 14:00:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 14:00:01,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 14:00:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 14:00:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 14:00:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 14:00:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 14:00:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 14:00:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 14:30:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 14:30:01,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 14:30:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 14:30:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 14:30:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 14:30:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 14:30:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 14:30:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 15:00:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 15:00:01,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 15:00:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 15:00:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 15:00:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 15:00:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 15:00:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 15:00:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 15:30:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 15:30:01,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 15:30:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 15:30:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 15:30:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 15:30:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 15:30:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 15:30:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 16:00:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 16:00:01,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 16:00:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 16:00:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 16:00:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 16:00:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 16:00:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 16:30:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 16:30:02,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 16:30:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 16:30:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 16:30:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 16:30:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 16:30:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 16:30:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 17:00:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 17:00:02,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 17:00:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 17:00:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 17:00:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 17:00:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 17:00:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 17:00:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 17:30:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 17:30:02,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 17:30:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 17:30:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 17:30:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 17:30:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 17:30:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 17:30:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 18:00:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 18:00:02,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 18:00:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 18:00:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 18:00:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 18:00:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 18:00:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 18:00:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 18:30:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 18:30:02,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 18:30:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 18:30:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 18:30:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 18:30:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 18:30:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 18:30:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 19:00:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 19:00:02,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 19:00:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 19:00:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 19:00:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 19:00:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 19:00:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 19:30:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 19:30:02,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 19:30:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 19:30:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 19:30:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 19:30:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 19:30:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 19:30:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 20:00:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 20:00:02,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 20:00:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 20:00:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 20:00:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 20:00:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 20:00:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 20:00:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 20:30:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 20:30:02,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 20:30:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 20:30:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 20:30:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 20:30:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 20:30:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 20:30:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 21:00:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 21:00:02,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 21:00:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 21:00:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 21:00:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 21:00:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 21:00:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 21:00:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 21:30:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 21:30:02,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 21:30:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 21:30:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 21:30:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 21:30:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 21:30:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 21:30:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 22:00:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 22:00:02,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 22:00:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 22:00:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 22:00:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 22:00:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 22:00:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 22:30:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 22:30:01,Cardif,Full Cobertura,27946.0
Falabella,2025-08-12 22:30:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 22:30:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 22:30:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 22:30:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 22:30:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 22:30:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 23:00:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 23:00:01,Cardif,Full Cobertura,20406.0
Falabella,2025-08-12 23:00:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 23:00:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 23:00:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 23:00:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 23:00:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 23:00:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-12 23:30:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-12 23:30:01,Cardif,Full Cobertura,20406.0
Falabella,2025-08-12 23:30:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-12 23:30:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-12 23:30:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-12 23:30:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-12 23:30:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-12 23:30:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-13 00:00:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-13 00:00:01,Cardif,Full Cobertura,20406.0
Falabella,2025-08-13 00:00:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-13 00:00:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-13 00:00:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-13 00:00:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-13 00:00:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-13 00:00:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-13 00:30:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-13 00:30:01,Cardif,Full Cobertura,20406.0
Falabella,2025-08-13 00:30:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-13 00:30:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-13 00:30:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-13 00:30:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-13 00:30:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-13 00:30:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-13 01:00:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-13 01:00:01,Cardif,Full Cobertura,20406.0
Falabella,2025-08-13 01:00:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-13 01:00:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-13 01:00:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-13 01:00:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-13 01:00:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-13 01:00:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-13 01:30:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-13 01:30:02,Cardif,Full Cobertura,20406.0
Falabella,2025-08-13 01:30:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-13 01:30:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-13 01:30:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-13 01:30:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-13 01:30:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-13 01:30:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-13 02:00:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-13 02:00:02,Cardif,Full Cobertura,20406.0
Falabella,2025-08-13 02:00:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-13 02:00:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-13 02:00:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-13 02:00:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-13 02:00:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-13 02:00:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-13 02:30:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-13 02:30:02,Cardif,Full Cobertura,20406.0
Falabella,2025-08-13 02:30:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-13 02:30:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-13 02:30:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-13 02:30:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-13 02:30:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-13 02:30:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-13 03:00:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-13 03:00:02,Cardif,Full Cobertura,20406.0
Falabella,2025-08-13 03:00:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-13 03:00:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-13 03:00:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-13 03:00:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-13 03:00:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-13 03:00:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-13 03:30:02,Bci,Full Cobertura,38854.0
Falabella,2025-08-13 03:30:02,Cardif,Full Cobertura,20406.0
Falabella,2025-08-13 03:30:02,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-13 03:30:02,Fid,Full Cobertura,26516.0
Falabella,2025-08-13 03:30:02,Hdi,Full Cobertura,30394.0
Falabella,2025-08-13 03:30:02,Sura,Full Cobertura,27065.0
Falabella,2025-08-13 03:30:02,Zenit,Full Cobertura,35721.0
Falabella,2025-08-13 03:30:02,Zurich,Full Cobertura,24675.0
Falabella,2025-08-13 04:00:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-13 04:00:01,Cardif,Full Cobertura,20406.0
Falabella,2025-08-13 04:00:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-13 04:00:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-13 04:00:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-13 04:00:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-13 04:00:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-13 04:30:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-13 04:30:01,Cardif,Full Cobertura,20406.0
Falabella,2025-08-13 04:30:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-13 04:30:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-13 04:30:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-13 04:30:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-13 04:30:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-13 04:30:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-13 05:00:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-13 05:00:01,Cardif,Full Cobertura,20406.0
Falabella,2025-08-13 05:00:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-13 05:00:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-13 05:00:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-13 05:00:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-13 05:00:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-13 05:00:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-13 05:30:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-13 05:30:01,Cardif,Full Cobertura,20406.0
Falabella,2025-08-13 05:30:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-13 05:30:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-13 05:30:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-13 05:30:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-13 05:30:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-13 05:30:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-13 06:00:01,Bci,Full Cobertura,38854.0
Falabella,2025-08-13 06:00:01,Cardif,Full Cobertura,20406.0
Falabella,2025-08-13 06:00:01,Consorcio,Full Cobertura,33026.0
Falabella,2025-08-13 06:00:01,Fid,Full Cobertura,26516.0
Falabella,2025-08-13 06:00:01,Hdi,Full Cobertura,30394.0
Falabella,2025-08-13 06:00:01,Sura,Full Cobertura,27065.0
Falabella,2025-08-13 06:00:01,Zenit,Full Cobertura,35721.0
Falabella,2025-08-13 06:00:01,Zurich,Full Cobertura,24675.0
Falabella,2025-08-13 06:30:02,Bci,Full Cobertura,38865.0
Falabella,2025-08-13 06:30:02,Cardif,Full Cobertura,20412.0
Falabella,2025-08-13 06:30:02,Consorcio,Full Cobertura,33035.0
Falabella,2025-08-13 06:30:02,Fid,Full Cobertura,26524.0
Falabella,2025-08-13 06:30:02,Hdi,Full Cobertura,30403.0
Falabella,2025-08-13 06:30:02,Sura,Full Cobertura,31950.0
Falabella,2025-08-13 06:30:02,Zenit,Full Cobertura,35731.0
Falabella,2025-08-13 06:30:02,Zurich,Full Cobertura,24683.0
Falabella,2025-08-13 07:00:02,Bci,Full Cobertura,38865.0
Falabella,2025-08-13 07:00:02,Cardif,Full Cobertura,20412.0
Falabella,2025-08-13 07:00:02,Consorcio,Full Cobertura,33035.0
Falabella,2025-08-13 07:00:02,Fid,Full Cobertura,26524.0
Falabella,2025-08-13 07:00:02,Hdi,Full Cobertura,30403.0
Falabella,2025-08-13 07:00:02,Sura,Full Cobertura,34399.0
Falabella,2025-08-13 07:00:02,Zenit,Full Cobertura,35731.0
Falabella,2025-08-13 07:00:02,Zurich,Full Cobertura,24683.0
Falabella,2025-08-13 07:30:02,Bci,Full Cobertura,38865.0
Falabella,2025-08-13 07:30:02,Cardif,Full Cobertura,20412.0
Falabella,2025-08-13 07:30:02,Consorcio,Full Cobertura,33035.0
Falabella,2025-08-13 07:30:02,Fid,Full Cobertura,26524.0
Falabella,2025-08-13 07:30:02,Hdi,Full Cobertura,30403.0
Falabella,2025-08-13 07:30:02,Sura,Full Cobertura,28072.0
Falabella,2025-08-13 07:30:02,Zenit,Full Cobertura,35731.0
Falabella,2025-08-13 07:30:02,Zurich,Full Cobertura,24683.0
Falabella,2025-08-13 08:00:02,Bci,Full Cobertura,38865.0
Falabella,2025-08-13 08:00:02,Cardif,Full Cobertura,20412.0
Falabella,2025-08-13 08:00:02,Consorcio,Full Cobertura,33035.0
Falabella,2025-08-13 08:00:02,Fid,Full Cobertura,26524.0
Falabella,2025-08-13 08:00:02,Hdi,Full Cobertura,30403.0
Falabella,2025-08-13 08:00:02,Sura,Full Cobertura,27386.0
Falabella,2025-08-13 08:00:02,Zenit,Full Cobertura,35731.0
Falabella,2025-08-13 08:00:02,Zurich,Full Cobertura,24683.0
Falabella,2025-08-13 08:30:02,Bci,Full Cobertura,38865.0
Falabella,2025-08-13 08:30:02,Cardif,Full Cobertura,20412.0
Falabella,2025-08-13 08:30:02,Consorcio,Full Cobertura,33035.0
Falabella,2025-08-13 08:30:02,Hdi,Full Cobertura,30403.0
Falabella,2025-08-13 08:30:02,Sura,Full Cobertura,29580.0
Falabella,2025-08-13 08:30:02,Zenit,Full Cobertura,35731.0
Falabella,2025-08-13 08:30:02,Zurich,Full Cobertura,24683.0
Falabella,2025-08-13 09:00:01,Bci,Full Cobertura,38865.0
Falabella,2025-08-13 09:00:01,Cardif,Full Cobertura,20412.0
Falabella,2025-08-13 09:00:01,Consorcio,Full Cobertura,33035.0
Falabella,2025-08-13 09:00:01,Fid,Full Cobertura,26524.0
Falabella,2025-08-13 09:00:01,Hdi,Full Cobertura,30403.0
Falabella,2025-08-13 09:00:01,Sura,Full Cobertura,29580.0
Falabella,2025-08-13 09:00:01,Zenit,Full Cobertura,35731.0
Falabella,2025-08-13 09:00:01,Zurich,Full Cobertura,24683.0
Falabella,2025-08-13 09:30:01,Bci,Full Cobertura,38865.0
Falabella,2025-08-13 09:30:01,Cardif,Full Cobertura,20412.0
Falabella,2025-08-13 09:30:01,Consorcio,Full Cobertura,33035.0
Falabella,2025-08-13 09:30:01,Fid,Full Cobertura,26524.0
Falabella,2025-08-13 09:30:01,Hdi,Full Cobertura,30403.0
Falabella,2025-08-13 09:30:01,Sura,Full Cobertura,30148.0
Falabella,2025-08-13 09:30:01,Zenit,Full Cobertura,35731.0
Falabella,2025-08-13 09:30:01,Zurich,Full Cobertura,24683.0
Falabella,2025-08-13 10:00:01,Bci,Full Cobertura,38865.0
Falabella,2025-08-13 10:00:01,Cardif,Full Cobertura,20412.0
Falabella,2025-08-13 10:00:01,Consorcio,Full Cobertura,33035.0
