run_id,portal,scraped_at,insurers_returned,rows,status
533,Falabella,2025-08-11 22:00:02,8,8,success
534,Falabella,2025-08-11 22:30:02,8,8,success
535,Falabella,2025-08-11 23:00:02,6,6,success
536,Falabella,2025-08-11 23:30:02,6,6,success
537,Falabella,2025-08-12 00:00:02,5,5,success
538,Falabella,2025-08-12 00:30:02,6,6,success
539,Falabella,2025-08-12 01:00:01,6,6,success
540,Falabella,2025-08-12 01:30:01,6,6,success
541,Falabella,2025-08-12 02:00:01,5,5,success
542,Falabella,2025-08-12 02:30:01,6,6,success
543,Falabella,2025-08-12 03:00:01,6,6,success
544,Falabella,2025-08-12 03:30:01,7,7,success
545,Falabella,2025-08-12 04:00:01,8,8,success
546,Falabella,2025-08-12 04:30:02,6,6,success
547,Falabella,2025-08-12 05:00:02,8,8,success
548,Falabella,2025-08-12 05:30:02,8,8,success
549,Falabella,2025-08-12 06:00:02,8,8,success
550,Falabella,2025-08-12 06:30:01,8,8,success
551,Falabella,2025-08-12 07:00:01,8,8,success
552,Falabella,2025-08-12 07:30:01,8,8,success
553,Falabella,2025-08-12 08:00:01,8,8,success
554,Falabella,2025-08-12 08:30:01,8,8,success
555,Falabella,2025-08-12 09:00:01,8,8,success
556,Falabella,2025-08-12 09:30:01,8,8,success
557,Falabella,2025-08-12 10:00:01,7,7,success
558,Falabella,2025-08-12 10:30:02,8,8,success
559,Falabella,2025-08-12 11:00:02,8,8,success
560,Falabella,2025-08-12 11:30:02,8,8,success
561,Falabella,2025-08-12 12:00:02,8,8,success
562,Falabella,2025-08-12 12:30:02,8,8,success
563,Falabella,2025-08-12 13:00:02,7,7,success
564,Falabella,2025-08-12 13:30:02,8,8,success
565,Falabella,2025-08-12 14:00:02,8,8,success
566,Falabella,2025-08-12 14:30:02,8,8,success
567,Falabella,2025-08-12 15:00:02,8,8,success
568,Falabella,2025-08-12 15:30:02,8,8,success
569,Falabella,2025-08-12 16:00:02,7,7,success
570,Falabella,2025-08-12 16:30:01,8,8,success
571,Falabella,2025-08-12 17:00:01,8,8,success
572,Falabella,2025-08-12 17:30:01,8,8,success
573,Falabella,2025-08-12 18:00:01,8,8,success
574,Falabella,2025-08-12 18:30:01,8,8,success
575,Falabella,2025-08-12 19:00:01,8,8,success
576,Falabella,2025-08-12 19:30:02,8,8,success
577,Falabella,2025-08-12 20:00:02,8,8,success
578,Falabella,2025-08-12 20:30:02,8,8,success
579,Falabella,2025-08-12 21:00:02,8,8,success
580,Falabella,2025-08-12 21:30:02,8,8,success
581,Falabella,2025-08-12 22:00:01,7,7,success
582,Falabella,2025-08-12 22:30:01,8,8,success
583,Falabella,2025-08-12 23:00:01,8,8,success
584,Falabella,2025-08-12 23:30:01,8,8,success
585,Falabella,2025-08-13 00:00:01,8,8,success
586,Falabella,2025-08-13 00:30:02,8,8,success
587,Falabella,2025-08-13 01:00:02,8,8,success
588,Falabella,2025-08-13 01:30:02,8,8,success
589,Falabella,2025-08-13 02:00:02,8,8,success
590,Falabella,2025-08-13 02:30:02,7,7,success
591,Falabella,2025-08-13 03:00:01,8,8,success
592,Falabella,2025-08-13 03:30:01,8,8,success
593,Falabella,2025-08-13 04:00:01,7,7,success
594,Falabella,2025-08-13 04:30:01,8,8,success
595,Falabella,2025-08-13 05:00:01,8,8,success
596,Falabella,2025-08-13 05:30:01,7,7,success
597,Falabella,2025-08-13 06:00:01,6,6,success
598,Falabella,2025-08-13 06:30:02,6,6,success
599,Falabella,2025-08-13 07:00:02,6,6,success
600,Falabella,2025-08-13 07:30:02,7,7,success
601,Falabella,2025-08-13 08:00:01,7,7,success
602,Falabella,2025-08-13 08:30:01,7,7,success
603,Falabella,2025-08-13 09:00:01,6,6,success
604,Falabella,2025-08-13 09:30:01,7,7,success
605,Falabella,2025-08-13 10:00:01,7,7,success
606,Falabella,2025-08-13 10:30:01,7,7,success
607,Falabella,2025-08-13 11:00:01,7,7,success
608,Falabella,2025-08-13 11:30:02,7,7,success
609,Falabella,2025-08-13 12:00:02,7,7,success
610,Falabella,2025-08-13 12:30:02,7,7,success
611,Falabella,2025-08-13 13:00:02,7,7,success
612,Falabella,2025-08-13 13:30:02,8,8,success
613,Falabella,2025-08-13 14:00:01,8,8,success
614,Falabella,2025-08-13 14:30:01,7,7,success
615,Falabella,2025-08-13 15:00:01,8,8,success
616,Falabella,2025-08-13 15:30:01,8,8,success
617,Falabella,2025-08-13 16:00:01,7,7,success
618,Falabella,2025-08-13 16:30:01,8,8,success
619,Falabella,2025-08-13 17:00:01,8,8,success
620,Falabella,2025-08-13 17:30:01,8,8,success
621,Falabella,2025-08-13 18:00:01,7,7,success
622,Falabella,2025-08-13 18:30:02,8,8,success
623,Falabella,2025-08-13 19:00:02,8,8,success
624,Falabella,2025-08-13 19:30:02,8,8,success
625,Falabella,2025-08-13 20:00:02,8,8,success
626,Falabella,2025-08-13 20:30:01,8,8,success
627,Falabella,2025-08-13 21:00:01,8,8,success
628,Falabella,2025-08-13 21:30:01,7,7,success
629,Falabella,2025-08-13 22:00:01,8,8,success
630,Falabella,2025-08-13 22:30:01,7,7,success
631,Falabella,2025-08-13 23:00:01,8,8,success
632,Falabella,2025-08-13 23:30:02,8,8,success
633,Falabella,2025-08-14 00:00:02,8,8,success
634,Falabella,2025-08-14 00:30:02,8,8,success
635,Falabella,2025-08-14 01:00:02,8,8,success
636,Falabella,2025-08-14 01:30:01,8,8,success
637,Falabella,2025-08-14 02:00:02,8,8,success
638,Falabella,2025-08-14 02:30:02,5,5,success
639,Falabella,2025-08-14 03:00:02,8,8,success
640,Falabella,2025-08-14 03:30:01,8,8,success
641,Falabella,2025-08-14 04:00:01,8,8,success
642,Falabella,2025-08-14 04:30:01,8,8,success
643,Falabella,2025-08-14 05:00:01,8,8,success
644,Falabella,2025-08-14 05:30:01,8,8,success
645,Falabella,2025-08-14 06:00:01,8,8,success
646,Falabella,2025-08-14 06:30:02,8,8,success
647,Falabella,2025-08-14 07:00:02,8,8,success
648,Falabella,2025-08-14 07:30:02,8,8,success
649,Falabella,2025-08-14 08:00:02,7,7,success
650,Falabella,2025-08-14 08:30:02,8,8,success
651,Falabella,2025-08-14 09:00:01,8,8,success
652,Falabella,2025-08-14 09:30:01,8,8,success
653,Falabella,2025-08-14 10:00:01,7,7,success
654,Falabella,2025-08-14 10:30:01,8,8,success
655,Falabella,2025-08-14 11:00:01,8,8,success
656,Falabella,2025-08-14 11:30:01,8,8,success
657,Falabella,2025-08-14 12:00:01,8,8,success
658,Falabella,2025-08-14 12:30:01,8,8,success
659,Falabella,2025-08-14 13:00:02,8,8,success
660,Falabella,2025-08-14 13:30:02,8,8,success
661,Falabella,2025-08-14 14:00:02,8,8,success
662,Falabella,2025-08-14 14:30:02,8,8,success
663,Falabella,2025-08-14 15:00:02,8,8,success
664,Falabella,2025-08-14 15:30:02,8,8,success
665,Falabella,2025-08-14 16:00:02,8,8,success
666,Falabella,2025-08-14 16:30:01,8,8,success
667,Falabella,2025-08-14 17:00:01,8,8,success
668,Falabella,2025-08-14 17:30:01,7,7,success
669,Falabella,2025-08-14 18:00:01,7,7,success
670,Falabella,2025-08-14 18:30:01,8,8,success
671,Falabella,2025-08-14 19:00:02,8,8,success
672,Falabella,2025-08-14 19:30:02,8,8,success
673,Falabella,2025-08-14 20:00:02,8,8,success
674,Falabella,2025-08-14 20:30:02,6,6,success
675,Falabella,2025-08-14 21:00:01,8,8,success
676,Falabella,2025-08-14 21:30:01,8,8,success
677,Falabella,2025-08-14 22:00:01,8,8,success
678,Falabella,2025-08-14 22:30:01,7,7,success
679,Falabella,2025-08-14 23:00:01,7,7,success
680,Falabella,2025-08-14 23:30:01,7,7,success
681,Falabella,2025-08-15 00:00:01,7,7,success
682,Falabella,2025-08-15 00:30:01,7,7,success
683,Falabella,2025-08-15 01:00:02,7,7,success
684,Falabella,2025-08-15 01:30:02,7,7,success
685,Falabella,2025-08-15 02:00:02,7,7,success
686,Falabella,2025-08-15 02:30:01,7,7,success
687,Falabella,2025-08-15 03:00:01,6,6,success
688,Falabella,2025-08-15 03:30:01,7,7,success
689,Falabella,2025-08-15 04:00:01,7,7,success
690,Falabella,2025-08-15 04:30:01,6,6,success
691,Falabella,2025-08-15 05:00:01,7,7,success
692,Falabella,2025-08-15 05:30:02,7,7,success
693,Falabella,2025-08-15 06:00:02,7,7,success
694,Falabella,2025-08-15 06:30:02,7,7,success
695,Falabella,2025-08-15 07:00:02,6,6,success
696,Falabella,2025-08-15 07:30:01,7,7,success
697,Falabella,2025-08-15 08:00:01,7,7,success
698,Falabella,2025-08-15 08:30:01,7,7,success
699,Falabella,2025-08-15 09:00:01,6,6,success
700,Falabella,2025-08-15 09:30:01,7,7,success
701,Falabella,2025-08-15 10:00:02,7,7,success
702,Falabella,2025-08-15 10:30:02,7,7,success
703,Falabella,2025-08-15 11:00:02,7,7,success
704,Falabella,2025-08-15 11:30:02,7,7,success
705,Falabella,2025-08-15 12:00:02,7,7,success
706,Falabella,2025-08-15 12:30:01,7,7,success
707,Falabella,2025-08-15 13:00:01,7,7,success
708,Falabella,2025-08-15 13:30:01,7,7,success
709,Falabella,2025-08-15 14:00:01,7,7,success
710,Falabella,2025-08-15 14:30:01,7,7,success
711,Falabella,2025-08-15 15:00:01,7,7,success
712,Falabella,2025-08-15 15:30:01,7,7,success
713,Falabella,2025-08-15 16:00:02,7,7,success
714,Falabella,2025-08-15 16:30:02,7,7,success
715,Falabella,2025-08-15 17:00:02,7,7,success
716,Falabella,2025-08-15 17:30:02,7,7,success
717,Falabella,2025-08-15 18:00:04,7,7,success
718,Falabella,2025-08-15 18:30:02,7,7,success
719,Falabella,2025-08-15 19:00:01,7,7,success
720,Falabella,2025-08-15 19:30:01,7,7,success
721,Falabella,2025-08-15 20:00:01,7,7,success
722,Falabella,2025-08-15 20:30:01,7,7,success
723,Falabella,2025-08-15 21:00:01,7,7,success
724,Falabella,2025-08-15 21:30:01,7,7,success
725,Falabella,2025-08-15 22:00:01,7,7,success
726,Falabella,2025-08-15 22:30:02,7,7,success
727,Falabella,2025-08-15 23:00:02,7,7,success
728,Falabella,2025-08-15 23:30:02,7,7,success
729,Falabella,2025-08-16 00:00:01,6,6,success
730,Falabella,2025-08-16 00:30:01,6,6,success
731,Falabella,2025-08-16 01:00:01,7,7,success
732,Falabella,2025-08-16 01:30:01,7,7,success
733,Falabella,2025-08-16 02:00:01,6,6,success
734,Falabella,2025-08-16 02:30:01,7,7,success
735,Falabella,2025-08-16 03:00:01,7,7,success
736,Falabella,2025-08-16 03:30:01,7,7,success
737,Falabella,2025-08-16 04:00:02,6,6,success
738,Falabella,2025-08-16 04:30:02,7,7,success
739,Falabella,2025-08-16 05:00:02,7,7,success
740,Falabella,2025-08-16 05:30:02,7,7,success
741,Falabella,2025-08-16 06:00:02,7,7,success
742,Falabella,2025-08-16 06:30:01,7,7,success
743,Falabella,2025-08-16 07:00:01,7,7,success
744,Falabella,2025-08-16 07:30:01,7,7,success
745,Falabella,2025-08-16 08:00:01,7,7,success
746,Falabella,2025-08-16 08:30:01,7,7,success
747,Falabella,2025-08-16 09:00:01,7,7,success
748,Falabella,2025-08-16 09:30:01,7,7,success
749,Falabella,2025-08-16 10:00:02,7,7,success
750,Falabella,2025-08-16 10:30:02,7,7,success
751,Falabella,2025-08-16 11:00:02,7,7,success
752,Falabella,2025-08-16 11:30:02,7,7,success
753,Falabella,2025-08-16 12:00:02,7,7,success
754,Falabella,2025-08-16 12:30:01,7,7,success
755,Falabella,2025-08-16 13:00:01,7,7,success
756,Falabella,2025-08-16 13:30:01,7,7,success
757,Falabella,2025-08-16 14:00:01,7,7,success
758,Falabella,2025-08-16 14:30:01,7,7,success
759,Falabella,2025-08-16 15:00:01,7,7,success
760,Falabella,2025-08-16 15:30:01,6,6,success
761,Falabella,2025-08-16 16:00:02,7,7,success
762,Falabella,2025-08-16 16:30:02,7,7,success
763,Falabella,2025-08-16 17:00:02,7,7,success
764,Falabella,2025-08-16 17:30:02,7,7,success
765,Falabella,2025-08-16 18:00:04,7,7,success
766,Falabella,2025-08-16 18:30:01,7,7,success
767,Falabella,2025-08-16 19:00:01,7,7,success
768,Falabella,2025-08-16 19:30:01,7,7,success
769,Falabella,2025-08-16 20:00:01,7,7,success
770,Falabella,2025-08-16 20:30:01,7,7,success
771,Falabella,2025-08-16 21:00:01,7,7,success
772,Falabella,2025-08-16 21:30:01,7,7,success
773,Falabella,2025-08-16 22:00:02,7,7,success
774,Falabella,2025-08-16 22:30:02,7,7,success
775,Falabella,2025-08-16 23:00:02,7,7,success
776,Falabella,2025-08-16 23:30:02,5,5,success
777,Falabella,2025-08-17 00:00:01,5,5,success
778,Falabella,2025-08-17 00:30:01,7,7,success
779,Falabella,2025-08-17 01:00:01,7,7,success
780,Falabella,2025-08-17 01:30:01,7,7,success
781,Falabella,2025-08-17 02:00:01,7,7,success
782,Falabella,2025-08-17 02:30:01,7,7,success
783,Falabella,2025-08-17 03:00:01,7,7,success
784,Falabella,2025-08-17 03:30:01,7,7,success
785,Falabella,2025-08-17 04:00:01,7,7,success
786,Falabella,2025-08-17 04:30:02,7,7,success
787,Falabella,2025-08-17 05:00:02,7,7,success
788,Falabella,2025-08-17 05:30:02,7,7,success
789,Falabella,2025-08-17 06:00:02,7,7,success
790,Falabella,2025-08-17 06:30:02,7,7,success
791,Falabella,2025-08-17 07:00:01,7,7,success
792,Falabella,2025-08-17 07:30:01,7,7,success
793,Falabella,2025-08-17 08:00:01,7,7,success
794,Falabella,2025-08-17 08:30:01,7,7,success
795,Falabella,2025-08-17 09:00:01,7,7,success
796,Falabella,2025-08-17 09:30:01,7,7,success
797,Falabella,2025-08-17 10:00:02,7,7,success
798,Falabella,2025-08-17 10:30:02,7,7,success
799,Falabella,2025-08-17 11:00:02,7,7,success
800,Falabella,2025-08-17 11:30:02,7,7,success
801,Falabella,2025-08-17 12:00:02,6,6,success
802,Falabella,2025-08-17 12:30:02,7,7,success
803,Falabella,2025-08-17 13:00:01,7,7,success
804,Falabella,2025-08-17 13:30:01,7,7,success
805,Falabella,2025-08-17 14:00:01,7,7,success
806,Falabella,2025-08-17 14:30:01,7,7,success
807,Falabella,2025-08-17 15:00:01,7,7,success
808,Falabella,2025-08-17 15:30:01,7,7,success
809,Falabella,2025-08-17 16:00:02,7,7,success
810,Falabella,2025-08-17 16:30:02,7,7,success
811,Falabella,2025-08-17 17:00:02,7,7,success
812,Falabella,2025-08-17 17:30:02,7,7,success
813,Falabella,2025-08-17 18:00:05,7,7,success
814,Falabella,2025-08-17 18:30:02,6,6,success
815,Falabella,2025-08-17 19:00:01,7,7,success
816,Falabella,2025-08-17 19:30:01,7,7,success
817,Falabella,2025-08-17 20:00:01,7,7,success
818,Falabella,2025-08-17 20:30:02,7,7,success
819,Falabella,2025-08-17 21:00:01,7,7,success
820,Falabella,2025-08-17 21:30:01,7,7,success
821,Falabella,2025-08-17 22:00:01,7,7,success
822,Falabella,2025-08-17 22:30:01,7,7,success
823,Falabella,2025-08-17 23:00:01,7,7,success
824,Falabella,2025-08-17 23:30:01,7,7,success
825,Falabella,2025-08-18 00:00:01,7,7,success
826,Falabella,2025-08-18 00:30:01,7,7,success
827,Falabella,2025-08-18 01:00:02,5,5,success
828,Falabella,2025-08-18 01:30:02,6,6,success
829,Falabella,2025-08-18 02:00:02,7,7,success
830,Falabella,2025-08-18 02:30:02,7,7,success
831,Falabella,2025-08-18 03:00:01,7,7,success
832,Falabella,2025-08-18 03:30:01,6,6,success
833,Falabella,2025-08-18 04:00:01,7,7,success
834,Falabella,2025-08-18 04:30:01,6,6,success
835,Falabella,2025-08-18 05:00:01,7,7,success
836,Falabella,2025-08-18 05:30:01,7,7,success
837,Falabella,2025-08-18 06:00:01,7,7,success
838,Falabella,2025-08-18 06:30:02,7,7,success
839,Falabella,2025-08-18 07:00:02,7,7,success
840,Falabella,2025-08-18 07:30:02,7,7,success
841,Falabella,2025-08-18 08:00:02,7,7,success
842,Falabella,2025-08-18 08:30:01,7,7,success
843,Falabella,2025-08-18 09:00:01,7,7,success
844,Falabella,2025-08-18 09:30:01,7,7,success
845,Falabella,2025-08-18 10:00:01,7,7,success
846,Falabella,2025-08-18 10:30:01,7,7,success
847,Falabella,2025-08-18 11:00:01,7,7,success
848,Falabella,2025-08-18 11:30:01,8,8,success
849,Falabella,2025-08-18 12:00:02,8,8,success
850,Falabella,2025-08-18 12:30:02,8,8,success
851,Falabella,2025-08-18 13:00:02,8,8,success
852,Falabella,2025-08-18 13:30:02,8,8,success
853,Falabella,2025-08-18 14:00:02,8,8,success
854,Falabella,2025-08-18 14:30:01,8,8,success
855,Falabella,2025-08-18 15:00:01,8,8,success
856,Falabella,2025-08-18 15:30:01,8,8,success
857,Falabella,2025-08-18 16:00:01,8,8,success
858,Falabella,2025-08-18 16:30:01,8,8,success
859,Falabella,2025-08-18 17:00:01,8,8,success
860,Falabella,2025-08-18 17:30:02,8,8,success
861,Falabella,2025-08-18 18:00:05,8,8,success
862,Falabella,2025-08-18 18:30:02,8,8,success
863,Falabella,2025-08-18 19:00:02,7,7,success
864,Falabella,2025-08-18 19:30:02,8,8,success
865,Falabella,2025-08-18 20:00:01,8,8,success
866,Falabella,2025-08-18 20:30:01,8,8,success
867,Falabella,2025-08-18 21:00:01,8,8,success
868,Falabella,2025-08-18 21:30:01,8,8,success
869,Falabella,2025-08-18 22:00:01,8,8,success
870,Falabella,2025-08-18 22:30:01,8,8,success
871,Falabella,2025-08-18 23:00:02,8,8,success
872,Falabella,2025-08-18 23:30:01,7,7,success
873,Falabella,2025-08-19 02:30:01,6,6,success
874,Falabella,2025-08-19 03:00:01,8,8,success
875,Falabella,2025-08-19 03:30:01,8,8,success
876,Falabella,2025-08-19 04:00:01,8,8,success
877,Falabella,2025-08-19 04:30:01,8,8,success
878,Falabella,2025-08-19 05:00:01,8,8,success
879,Falabella,2025-08-19 05:30:01,8,8,success
880,Falabella,2025-08-19 06:00:01,7,7,success
881,Falabella,2025-08-19 06:30:02,8,8,success
882,Falabella,2025-08-19 07:00:02,8,8,success
883,Falabella,2025-08-19 07:30:02,8,8,success
884,Falabella,2025-08-19 08:00:02,7,7,success
885,Falabella,2025-08-19 08:30:01,8,8,success
886,Falabella,2025-08-19 09:00:01,8,8,success
887,Falabella,2025-08-19 09:30:01,8,8,success
888,Falabella,2025-08-19 10:00:01,6,6,success
889,Falabella,2025-08-19 10:30:01,8,8,success
890,Falabella,2025-08-19 11:00:01,8,8,success
891,Falabella,2025-08-19 11:30:02,8,8,success
892,Falabella,2025-08-19 12:00:02,8,8,success
893,Falabella,2025-08-19 12:30:02,8,8,success
894,Falabella,2025-08-19 13:00:02,8,8,success
895,Falabella,2025-08-19 13:30:01,8,8,success
896,Falabella,2025-08-19 14:00:02,8,8,success
897,Falabella,2025-08-19 14:30:01,8,8,success
898,Falabella,2025-08-19 15:00:01,7,7,success
899,Falabella,2025-08-19 15:30:01,8,8,success
900,Falabella,2025-08-19 16:00:01,8,8,success
901,Falabella,2025-08-19 16:30:02,8,8,success
902,Falabella,2025-08-19 17:00:02,8,8,success
903,Falabella,2025-08-19 17:30:02,8,8,success
904,Falabella,2025-08-19 18:00:02,7,7,success
905,Falabella,2025-08-19 18:30:02,8,8,success
906,Falabella,2025-08-19 19:00:01,8,8,success
907,Falabella,2025-08-19 19:30:01,6,6,success
908,Falabella,2025-08-19 20:00:01,8,8,success
909,Falabella,2025-08-19 20:30:01,8,8,success
910,Falabella,2025-08-19 21:00:01,8,8,success
911,Falabella,2025-08-19 21:30:01,8,8,success
912,Falabella,2025-08-19 22:00:02,7,7,success
913,Falabella,2025-08-19 22:30:01,6,6,success
914,Falabella,2025-08-19 23:00:02,7,7,success
915,Falabella,2025-08-19 23:30:02,7,7,success
916,Falabella,2025-08-20 00:00:02,7,7,success
917,Falabella,2025-08-20 00:30:02,6,6,success
918,Falabella,2025-08-20 01:00:02,7,7,success
919,Falabella,2025-08-20 01:30:02,6,6,success
920,Falabella,2025-08-20 02:00:02,6,6,success
921,Falabella,2025-08-20 02:30:01,7,7,success
922,Falabella,2025-08-20 03:00:01,7,7,success
923,Falabella,2025-08-20 03:30:01,7,7,success
924,Falabella,2025-08-20 04:00:01,7,7,success
925,Falabella,2025-08-20 04:30:01,7,7,success
926,Falabella,2025-08-20 05:00:01,7,7,success
927,Falabella,2025-08-20 05:30:01,6,6,success
928,Falabella,2025-08-20 06:00:01,7,7,success
929,Falabella,2025-08-20 06:30:01,7,7,success
930,Falabella,2025-08-20 07:00:01,7,7,success
931,Falabella,2025-08-20 07:30:01,7,7,success
932,Falabella,2025-08-20 08:00:02,7,7,success
933,Falabella,2025-08-20 08:30:02,7,7,success
934,Falabella,2025-08-20 09:00:02,7,7,success
935,Falabella,2025-08-20 09:30:02,7,7,success
936,Falabella,2025-08-20 10:00:02,7,7,success
937,Falabella,2025-08-20 10:30:02,7,7,success
938,Falabella,2025-08-20 11:00:01,7,7,success
939,Falabella,2025-08-20 11:30:01,7,7,success
940,Falabella,2025-08-20 12:00:01,7,7,success
941,Falabella,2025-08-20 12:30:01,7,7,success
942,Falabella,2025-08-20 13:00:01,7,7,success
943,Falabella,2025-08-20 13:30:01,7,7,success
944,Falabella,2025-08-20 14:00:01,7,7,success
945,Falabella,2025-08-20 14:30:01,7,7,success
946,Falabella,2025-08-20 15:00:02,7,7,success
947,Falabella,2025-08-20 15:30:02,7,7,success
948,Falabella,2025-08-20 16:00:02,6,6,success
949,Falabella,2025-08-20 16:30:02,7,7,success
950,Falabella,2025-08-20 17:00:02,7,7,success
951,Falabella,2025-08-20 17:30:02,7,7,success
952,Falabella,2025-08-20 18:00:05,6,6,success
953,Falabella,2025-08-20 18:30:01,7,7,success
954,Falabella,2025-08-20 19:00:01,7,7,success
955,Falabella,2025-08-20 19:30:01,7,7,success
956,Falabella,2025-08-20 20:00:01,7,7,success
957,Falabella,2025-08-20 20:30:01,7,7,success
958,Falabella,2025-08-20 21:00:01,7,7,success
959,Falabella,2025-08-20 21:30:01,7,7,success
960,Falabella,2025-08-20 22:00:01,7,7,success
961,Falabella,2025-08-20 22:30:01,7,7,success
962,Falabella,2025-08-20 23:00:02,7,7,success
963,Falabella,2025-08-20 23:30:02,7,7,success
964,Falabella,2025-08-21 00:00:02,7,7,success
965,Falabella,2025-08-21 00:30:02,7,7,success
966,Falabella,2025-08-21 01:00:02,7,7,success
967,Falabella,2025-08-21 01:30:02,7,7,success
968,Falabella,2025-08-21 02:00:01,7,7,success
969,Falabella,2025-08-21 02:30:01,7,7,success
970,Falabella,2025-08-21 03:00:01,7,7,success
971,Falabella,2025-08-21 03:30:01,7,7,success
972,Falabella,2025-08-21 04:00:01,7,7,success
973,Falabella,2025-08-21 04:30:01,7,7,success
974,Falabella,2025-08-21 05:00:01,7,7,success
975,Falabella,2025-08-21 05:30:01,7,7,success
976,Falabella,2025-08-21 06:00:02,7,7,success
977,Falabella,2025-08-21 06:30:02,7,7,success
978,Falabella,2025-08-21 07:00:01,7,7,success
979,Falabella,2025-08-21 07:30:02,7,7,success
980,Falabella,2025-08-21 08:00:02,6,6,success
981,Falabella,2025-08-21 08:30:02,6,6,success
982,Falabella,2025-08-21 09:00:02,7,7,success
983,Falabella,2025-08-21 09:30:02,6,6,success
984,Falabella,2025-08-21 10:00:02,7,7,success
985,Falabella,2025-08-21 10:30:01,7,7,success
986,Falabella,2025-08-21 11:00:01,7,7,success
987,Falabella,2025-08-21 11:30:01,7,7,success
988,Falabella,2025-08-21 12:00:01,7,7,success
989,Falabella,2025-08-21 12:30:01,7,7,success
990,Falabella,2025-08-21 13:00:01,7,7,success
991,Falabella,2025-08-21 13:30:01,7,7,success
992,Falabella,2025-08-21 14:00:01,7,7,success
993,Falabella,2025-08-21 14:30:02,7,7,success
994,Falabella,2025-08-21 15:00:02,7,7,success
995,Falabella,2025-08-21 15:30:02,6,6,success
996,Falabella,2025-08-21 16:00:02,7,7,success
997,Falabella,2025-08-21 16:30:02,7,7,success
998,Falabella,2025-08-21 17:00:01,7,7,success
999,Falabella,2025-08-21 17:30:01,7,7,success
1000,Falabella,2025-08-21 18:00:01,7,7,success
1001,Falabella,2025-08-21 18:30:01,6,6,success
1002,Falabella,2025-08-21 19:00:01,6,6,success
1003,Falabella,2025-08-21 19:30:01,7,7,success
1004,Falabella,2025-08-21 20:00:01,7,7,success
1005,Falabella,2025-08-21 20:30:02,7,7,success
1006,Falabella,2025-08-21 21:00:02,7,7,success
1007,Falabella,2025-08-21 21:30:02,7,7,success
1008,Falabella,2025-08-21 22:00:02,7,7,success
1009,Falabella,2025-08-21 22:30:01,7,7,success
1010,Falabella,2025-08-21 23:00:02,6,6,success
1011,Falabella,2025-08-21 23:30:02,5,5,success
1012,Falabella,2025-08-22 00:00:01,5,5,success
1013,Falabella,2025-08-22 00:30:01,5,5,success
1014,Falabella,2025-08-22 01:00:01,5,5,success
1015,Falabella,2025-08-22 01:30:01,6,6,success
1016,Falabella,2025-08-22 02:00:01,7,7,success
1017,Falabella,2025-08-22 02:30:01,7,7,success
1018,Falabella,2025-08-22 03:00:01,7,7,success
1019,Falabella,2025-08-22 03:30:01,7,7,success
1020,Falabella,2025-08-22 04:00:01,7,7,success
1021,Falabella,2025-08-22 04:30:02,6,6,success
1022,Falabella,2025-08-22 05:00:02,7,7,success
1023,Falabella,2025-08-22 05:30:02,7,7,success
1024,Falabella,2025-08-22 06:00:02,7,7,success
1025,Falabella,2025-08-22 06:30:02,7,7,success
1026,Falabella,2025-08-22 07:00:01,7,7,success
1027,Falabella,2025-08-22 07:30:01,7,7,success
1028,Falabella,2025-08-22 08:00:01,7,7,success
1029,Falabella,2025-08-22 08:30:01,7,7,success
1030,Falabella,2025-08-22 09:00:01,7,7,success
1031,Falabella,2025-08-22 09:30:01,7,7,success
1032,Falabella,2025-08-22 10:00:01,7,7,success
1033,Falabella,2025-08-22 10:30:01,7,7,success
1034,Falabella,2025-08-22 11:00:01,7,7,success
1035,Falabella,2025-08-22 11:30:02,7,7,success
1036,Falabella,2025-08-22 12:00:02,7,7,success
1037,Falabella,2025-08-22 12:30:02,7,7,success
1038,Falabella,2025-08-22 13:00:02,7,7,success
1039,Falabella,2025-08-22 13:30:02,7,7,success
1040,Falabella,2025-08-22 14:00:01,7,7,success
1041,Falabella,2025-08-22 14:30:01,7,7,success
1042,Falabella,2025-08-22 15:00:01,7,7,success
1043,Falabella,2025-08-22 15:30:02,7,7,success
1044,Falabella,2025-08-22 16:00:02,7,7,success
1045,Falabella,2025-08-22 16:30:02,7,7,success
1046,Falabella,2025-08-22 17:00:01,7,7,success
1047,Falabella,2025-08-22 17:30:01,7,7,success
1048,Falabella,2025-08-22 18:00:01,7,7,success
1049,Falabella,2025-08-22 18:30:01,7,7,success
1050,Falabella,2025-08-22 19:00:01,7,7,success
1051,Falabella,2025-08-22 19:30:01,7,7,success
1052,Falabella,2025-08-22 20:00:01,7,7,success
1053,Falabella,2025-08-22 20:30:01,7,7,success
1054,Falabella,2025-08-22 21:00:01,7,7,success
1055,Falabella,2025-08-22 21:30:01,7,7,success
1056,Falabella,2025-08-22 22:00:02,7,7,success
1057,Falabella,2025-08-22 22:30:02,7,7,success
1058,Falabella,2025-08-22 23:00:02,7,7,success
1059,Falabella,2025-08-22 23:30:02,7,7,success
1060,Falabella,2025-08-23 00:00:02,7,7,success
1061,Falabella,2025-08-23 00:30:02,7,7,success
1062,Falabella,2025-08-23 01:00:02,6,6,success
1063,Falabella,2025-08-23 01:30:01,5,5,success
1064,Falabella,2025-08-23 02:00:01,6,6,success
1065,Falabella,2025-08-23 02:30:01,6,6,success
1066,Falabella,2025-08-23 03:00:01,6,6,success
