change_id,run_id,portal,insurer,scraped_at,prev_scraped_at,prev_price,price,abs_change,pct_change,direction,severity
374,1334,Falabella,Fid,2025-08-30 10:30:01,2025-08-30 10:00:01,36537.0,36104.0,-433.0,-1.1851,down,info
375,1335,Falabella,Fid,2025-08-30 11:00:01,2025-08-30 10:30:01,36104.0,34864.0,-1240.0,-3.4345,down,info
376,1336,Falabella,Fid,2025-08-30 11:30:01,2025-08-30 11:00:01,34864.0,35100.0,236.0,0.6769,up,info
377,1337,Falabella,Fid,2025-08-30 12:00:01,2025-08-30 11:30:01,35100.0,35966.0,866.0,2.4672,up,info
378,1338,Falabella,Fid,2025-08-30 12:30:01,2025-08-30 12:00:01,35966.0,34608.0,-1358.0,-3.7758,down,info
379,1339,Falabella,Fid,2025-08-30 13:00:01,2025-08-30 12:30:01,34608.0,35356.0,748.0,2.1613,up,info
380,1340,Falabella,Fid,2025-08-30 13:30:02,2025-08-30 13:00:01,35356.0,35080.0,-276.0,-0.7806,down,info
381,1341,Falabella,Fid,2025-08-30 14:00:02,2025-08-30 13:30:02,35080.0,34509.0,-571.0,-1.6277,down,info
382,1343,Falabella,Fid,2025-08-30 15:00:02,2025-08-30 14:00:02,34509.0,28308.0,-6201.0,-17.9692,down,warning
383,4,Falabella,Hdi,2025-08-01 03:30:02,2025-08-01 03:00:02,31090.0,35873.0,4783.0,15.3844,up,warning
384,10,Falabella,Hdi,2025-08-01 06:30:01,2025-08-01 06:00:01,35873.0,35869.0,-4.0,-0.0112,down,info
385,56,Falabella,Hdi,2025-08-02 07:00:01,2025-08-02 06:00:02,35869.0,35850.0,-19.0,-0.053,down,info
386,100,Falabella,Hdi,2025-08-03 06:30:01,2025-08-03 06:00:01,35850.0,35859.0,9.0,0.0251,up,info
387,145,Falabella,Hdi,2025-08-04 06:30:01,2025-08-04 06:00:01,35859.0,35855.0,-4.0,-0.0112,down,info
388,182,Falabella,Hdi,2025-08-05 01:00:02,2025-08-05 00:00:01,35855.0,37984.0,2129.0,5.9378,up,info
389,193,Falabella,Hdi,2025-08-05 06:30:01,2025-08-05 06:00:01,37984.0,37979.0,-5.0,-0.0132,down,info
390,238,Falabella,Hdi,2025-08-06 06:30:01,2025-08-06 06:00:01,37979.0,37974.0,-5.0,-0.0132,down,info
391,282,Falabella,Hdi,2025-08-07 06:30:02,2025-08-07 06:00:02,37974.0,37969.0,-5.0,-0.0132,down,info
392,323,Falabella,Hdi,2025-08-08 06:30:02,2025-08-08 06:00:02,37969.0,37964.0,-5.0,-0.0132,down,info
393,1396,Falabella,Hdi,2025-08-09 06:30:02,2025-08-09 06:00:02,37964.0,37959.0,-5.0,-0.0132,down,info
394,400,Falabella,Hdi,2025-08-10 06:30:01,2025-08-10 06:00:01,37959.0,37970.0,11.0,0.029,up,info
395,441,Falabella,Hdi,2025-08-11 03:30:01,2025-08-11 03:00:01,37970.0,44135.0,6165.0,16.2365,up,warning
396,447,Falabella,Hdi,2025-08-11 06:30:02,2025-08-11 06:00:02,44135.0,44148.0,13.0,0.0295,up,info
397,457,Falabella,Hdi,2025-08-11 11:30:02,2025-08-11 11:00:02,44148.0,30385.0,-13763.0,-31.1747,down,critical
398,1414,Falabella,Hdi,2025-08-12 06:30:02,2025-08-12 06:00:02,30385.0,30394.0,9.0,0.0296,up,info
399,530,Falabella,Hdi,2025-08-13 06:30:02,2025-08-13 06:00:01,30394.0,30403.0,9.0,0.0296,up,info
400,572,Falabella,Hdi,2025-08-14 03:30:01,2025-08-14 03:00:01,30403.0,25336.0,-5067.0,-16.6661,down,warning
401,578,Falabella,Hdi,2025-08-14 06:30:02,2025-08-14 06:00:02,25336.0,25343.0,7.0,0.0276,up,info
402,619,Falabella,Hdi,2025-08-15 03:30:01,2025-08-15 03:00:01,25343.0,44186.0,18843.0,74.3519,up,critical
403,625,Falabella,Hdi,2025-08-15 06:30:01,2025-08-15 06:00:01,44186.0,44199.0,13.0,0.0294,up,info
404,635,Falabella,Hdi,2025-08-15 11:30:02,2025-08-15 11:00:01,44199.0,30420.0,-13779.0,-31.1749,down,critical
405,673,Falabella,Hdi,2025-08-16 06:30:01,2025-08-16 06:00:01,30420.0,30429.0,9.0,0.0296,up,info
406,719,Falabella,Hdi,2025-08-17 06:30:01,2025-08-17 06:00:01,30429.0,30438.0,9.0,0.0296,up,info
407,767,Falabella,Hdi,2025-08-18 06:30:01,2025-08-18 06:00:01,30438.0,30447.0,9.0,0.0296,up,info
408,813,Falabella,Hdi,2025-08-19 08:30:01,2025-08-19 05:30:01,30447.0,30455.0,8.0,0.0263,up,info
409,856,Falabella,Hdi,2025-08-20 06:30:02,2025-08-20 06:00:02,30455.0,30464.0,9.0,0.0296,up,info
410,904,Falabella,Hdi,2025-08-21 06:30:02,2025-08-21 06:00:02,30464.0,30473.0,9.0,0.0295,up,info
411,952,Falabella,Hdi,2025-08-22 06:30:01,2025-08-22 06:00:01,30473.0,30482.0,9.0,0.0295,up,info
412,1000,Falabella,Hdi,2025-08-23 06:30:02,2025-08-23 06:00:02,30482.0,30491.0,9.0,0.0295,up,info
413,1047,Falabella,Hdi,2025-08-24 06:30:01,2025-08-24 06:00:02,30491.0,30500.0,9.0,0.0295,up,info
414,1089,Falabella,Hdi,2025-08-25 06:30:02,2025-08-25 06:00:02,30500.0,30508.0,8.0,0.0262,up,info
415,1126,Falabella,Hdi,2025-08-26 01:00:01,2025-08-26 00:30:01,30508.0,26675.0,-3833.0,-12.5639,down,warning
416,1131,Falabella,Hdi,2025-08-26 03:30:01,2025-08-26 03:00:01,26675.0,39183.0,12508.0,46.8903,up,critical
417,1132,Falabella,Hdi,2025-08-26 04:30:02,2025-08-26 04:00:02,39183.0,22229.0,-16954.0,-43.2688,down,critical
418,1136,Falabella,Hdi,2025-08-26 06:30:02,2025-08-26 06:00:02,22229.0,22236.0,7.0,0.0315,up,info
419,1178,Falabella,Hdi,2025-08-27 03:30:02,2025-08-27 03:00:02,22236.0,26683.0,4447.0,19.9991,up,warning
420,1183,Falabella,Hdi,2025-08-27 06:30:01,2025-08-27 06:00:01,26683.0,26691.0,8.0,0.03,up,info
421,1231,Falabella,Hdi,2025-08-28 06:30:02,2025-08-28 06:00:02,26691.0,26698.0,7.0,0.0262,up,info
422,1279,Falabella,Hdi,2025-08-29 06:30:01,2025-08-29 06:00:02,26698.0,26706.0,8.0,0.03,up,info
423,1326,Falabella,Hdi,2025-08-30 06:30:01,2025-08-30 06:00:01,26706.0,26714.0,8.0,0.03,up,info
424,4,Falabella,Sura,2025-08-01 03:30:02,2025-08-01 03:00:02,30178.0,34820.0,4642.0,15.3821,up,warning
425,10,Falabella,Sura,2025-08-01 06:30:01,2025-08-01 06:00:01,34820.0,39884.0,5064.0,14.5434,up,warning
426,11,Falabella,Sura,2025-08-01 07:00:01,2025-08-01 06:30:01,39884.0,39664.0,-220.0,-0.5516,down,info
427,12,Falabella,Sura,2025-08-01 07:30:01,2025-08-01 07:00:01,39664.0,39615.0,-49.0,-0.1235,down,info
428,13,Falabella,Sura,2025-08-01 08:00:01,2025-08-01 07:30:01,39615.0,41500.0,1885.0,4.7583,up,info
429,14,Falabella,Sura,2025-08-01 08:30:01,2025-08-01 08:00:01,41500.0,42479.0,979.0,2.359,up,info
430,15,Falabella,Sura,2025-08-01 09:00:02,2025-08-01 08:30:01,42479.0,36505.0,-5974.0,-14.0634,down,warning
431,16,Falabella,Sura,2025-08-01 09:30:02,2025-08-01 09:00:02,36505.0,42367.0,5862.0,16.0581,up,warning
432,17,Falabella,Sura,2025-08-01 10:00:02,2025-08-01 09:30:02,42367.0,36628.0,-5739.0,-13.5459,down,warning
433,1365,Falabella,Sura,2025-08-01 10:30:02,2025-08-01 10:00:02,36628.0,41084.0,4456.0,12.1656,up,warning
434,18,Falabella,Sura,2025-08-01 11:00:02,2025-08-01 10:30:02,41084.0,38635.0,-2449.0,-5.961,down,info
435,19,Falabella,Sura,2025-08-01 11:30:01,2025-08-01 11:00:02,38635.0,43463.0,4828.0,12.4964,up,warning
436,20,Falabella,Sura,2025-08-01 12:00:01,2025-08-01 11:30:01,43463.0,41100.0,-2363.0,-5.4368,down,info
437,1366,Falabella,Sura,2025-08-01 12:30:01,2025-08-01 12:00:01,41100.0,34816.0,-6284.0,-15.2895,down,warning
438,55,Falabella,Sura,2025-08-02 06:30:01,2025-08-02 06:00:02,34816.0,43324.0,8508.0,24.437,up,warning
439,56,Falabella,Sura,2025-08-02 07:00:01,2025-08-02 06:30:01,43324.0,39594.0,-3730.0,-8.6095,down,info
440,57,Falabella,Sura,2025-08-02 07:30:02,2025-08-02 07:00:01,39594.0,35752.0,-3842.0,-9.7035,down,info
441,58,Falabella,Sura,2025-08-02 08:00:01,2025-08-02 07:30:02,35752.0,35654.0,-98.0,-0.2741,down,info
442,64,Falabella,Sura,2025-08-02 11:00:01,2025-08-02 08:00:01,35654.0,36878.0,1224.0,3.433,up,info
443,65,Falabella,Sura,2025-08-02 11:30:01,2025-08-02 11:00:01,36878.0,44807.0,7929.0,21.5006,up,warning
444,66,Falabella,Sura,2025-08-02 12:00:02,2025-08-02 11:30:01,44807.0,41209.0,-3598.0,-8.03,down,info
445,67,Falabella,Sura,2025-08-02 12:30:02,2025-08-02 12:00:02,41209.0,34798.0,-6411.0,-15.5573,down,warning
446,100,Falabella,Sura,2025-08-03 06:30:01,2025-08-03 06:00:01,34798.0,36471.0,1673.0,4.8077,up,info
447,102,Falabella,Sura,2025-08-03 07:30:01,2025-08-03 06:30:01,36471.0,37377.0,906.0,2.4842,up,info
448,103,Falabella,Sura,2025-08-03 08:00:01,2025-08-03 07:30:01,37377.0,39360.0,1983.0,5.3054,up,info
449,1371,Falabella,Sura,2025-08-03 08:30:01,2025-08-03 08:00:01,39360.0,44402.0,5042.0,12.81,up,warning
450,104,Falabella,Sura,2025-08-03 09:00:02,2025-08-03 08:30:01,44402.0,39914.0,-4488.0,-10.1077,down,warning
451,105,Falabella,Sura,2025-08-03 09:30:02,2025-08-03 09:00:02,39914.0,35859.0,-4055.0,-10.1593,down,warning
452,106,Falabella,Sura,2025-08-03 10:00:02,2025-08-03 09:30:02,35859.0,38136.0,2277.0,6.3499,up,info
453,107,Falabella,Sura,2025-08-03 10:30:02,2025-08-03 10:00:02,38136.0,36202.0,-1934.0,-5.0713,down,info
454,108,Falabella,Sura,2025-08-03 11:00:02,2025-08-03 10:30:02,36202.0,40681.0,4479.0,12.3722,up,warning
455,109,Falabella,Sura,2025-08-03 11:30:02,2025-08-03 11:00:02,40681.0,39196.0,-1485.0,-3.6504,down,info
456,110,Falabella,Sura,2025-08-03 12:00:02,2025-08-03 11:30:02,39196.0,38944.0,-252.0,-0.6429,down,info
457,112,Falabella,Sura,2025-08-03 13:00:01,2025-08-03 12:00:02,38944.0,34807.0,-4137.0,-10.6229,down,warning
458,145,Falabella,Sura,2025-08-04 06:30:01,2025-08-04 06:00:01,34807.0,44568.0,9761.0,28.0432,up,warning
459,146,Falabella,Sura,2025-08-04 07:00:01,2025-08-04 06:30:01,44568.0,37054.0,-7514.0,-16.8596,down,warning
460,147,Falabella,Sura,2025-08-04 07:30:01,2025-08-04 07:00:01,37054.0,36222.0,-832.0,-2.2454,down,info
461,149,Falabella,Sura,2025-08-04 08:30:02,2025-08-04 07:30:01,36222.0,44396.0,8174.0,22.5664,up,warning
462,150,Falabella,Sura,2025-08-04 09:00:02,2025-08-04 08:30:02,44396.0,41753.0,-2643.0,-5.9532,down,info
463,151,Falabella,Sura,2025-08-04 09:30:02,2025-08-04 09:00:02,41753.0,38498.0,-3255.0,-7.7958,down,info
464,152,Falabella,Sura,2025-08-04 10:00:02,2025-08-04 09:30:02,38498.0,39697.0,1199.0,3.1144,up,info
465,153,Falabella,Sura,2025-08-04 10:30:02,2025-08-04 10:00:02,39697.0,41435.0,1738.0,4.3782,up,info
466,154,Falabella,Sura,2025-08-04 11:00:01,2025-08-04 10:30:02,41435.0,37543.0,-3892.0,-9.393,down,info
467,155,Falabella,Sura,2025-08-04 11:30:01,2025-08-04 11:00:01,37543.0,35463.0,-2080.0,-5.5403,down,info
468,156,Falabella,Sura,2025-08-04 12:00:01,2025-08-04 11:30:01,35463.0,37201.0,1738.0,4.9009,up,info
469,157,Falabella,Sura,2025-08-04 12:30:01,2025-08-04 12:00:01,37201.0,34802.0,-2399.0,-6.4488,down,info
470,193,Falabella,Sura,2025-08-05 06:30:01,2025-08-05 06:00:01,34802.0,41111.0,6309.0,18.1283,up,warning
471,194,Falabella,Sura,2025-08-05 07:00:01,2025-08-05 06:30:01,41111.0,43069.0,1958.0,4.7627,up,info
472,1374,Falabella,Sura,2025-08-05 07:30:01,2025-08-05 07:00:01,43069.0,35850.0,-7219.0,-16.7615,down,warning
473,196,Falabella,Sura,2025-08-05 08:30:02,2025-08-05 07:30:01,35850.0,38909.0,3059.0,8.5328,up,info
474,197,Falabella,Sura,2025-08-05 09:00:02,2025-08-05 08:30:02,38909.0,39773.0,864.0,2.2206,up,info
475,198,Falabella,Sura,2025-08-05 09:30:02,2025-08-05 09:00:02,39773.0,38150.0,-1623.0,-4.0807,down,info
476,199,Falabella,Sura,2025-08-05 10:00:02,2025-08-05 09:30:02,38150.0,35850.0,-2300.0,-6.0288,down,info
477,200,Falabella,Sura,2025-08-05 10:30:01,2025-08-05 10:00:02,35850.0,43926.0,8076.0,22.5272,up,warning
478,201,Falabella,Sura,2025-08-05 11:00:01,2025-08-05 10:30:01,43926.0,38126.0,-5800.0,-13.204,down,warning
479,202,Falabella,Sura,2025-08-05 11:30:01,2025-08-05 11:00:01,38126.0,40108.0,1982.0,5.1986,up,info
480,203,Falabella,Sura,2025-08-05 12:00:01,2025-08-05 11:30:01,40108.0,41087.0,979.0,2.4409,up,info
481,204,Falabella,Sura,2025-08-05 12:30:01,2025-08-05 12:00:01,41087.0,34798.0,-6289.0,-15.3065,down,warning
482,238,Falabella,Sura,2025-08-06 06:30:01,2025-08-06 06:00:01,34798.0,36677.0,1879.0,5.3997,up,info
483,239,Falabella,Sura,2025-08-06 07:00:02,2025-08-06 06:30:01,36677.0,40274.0,3597.0,9.8072,up,info
484,240,Falabella,Sura,2025-08-06 07:30:02,2025-08-06 07:00:02,40274.0,36310.0,-3964.0,-9.8426,down,info
485,1377,Falabella,Sura,2025-08-06 08:00:02,2025-08-06 07:30:02,36310.0,39369.0,3059.0,8.4247,up,info
486,241,Falabella,Sura,2025-08-06 08:30:02,2025-08-06 08:00:02,39369.0,41693.0,2324.0,5.9031,up,info
487,1378,Falabella,Sura,2025-08-06 09:00:02,2025-08-06 08:30:02,41693.0,40152.0,-1541.0,-3.6961,down,info
488,242,Falabella,Sura,2025-08-06 09:30:02,2025-08-06 09:00:02,40152.0,41228.0,1076.0,2.6798,up,info
489,243,Falabella,Sura,2025-08-06 10:00:02,2025-08-06 09:30:02,41228.0,38904.0,-2324.0,-5.6369,down,info
490,244,Falabella,Sura,2025-08-06 10:30:01,2025-08-06 10:00:02,38904.0,41571.0,2667.0,6.8553,up,info
491,245,Falabella,Sura,2025-08-06 11:00:01,2025-08-06 10:30:01,41571.0,35723.0,-5848.0,-14.0675,down,warning
492,246,Falabella,Sura,2025-08-06 11:30:02,2025-08-06 11:00:01,35723.0,42648.0,6925.0,19.3853,up,warning
493,247,Falabella,Sura,2025-08-06 12:00:02,2025-08-06 11:30:02,42648.0,37118.0,-5530.0,-12.9666,down,warning
494,248,Falabella,Sura,2025-08-06 12:30:01,2025-08-06 12:00:02,37118.0,34793.0,-2325.0,-6.2638,down,info
495,282,Falabella,Sura,2025-08-07 06:30:02,2025-08-07 06:00:02,34793.0,35547.0,754.0,2.1671,up,info
496,283,Falabella,Sura,2025-08-07 07:00:02,2025-08-07 06:30:02,35547.0,38043.0,2496.0,7.0217,up,info
497,284,Falabella,Sura,2025-08-07 07:30:01,2025-08-07 07:00:02,38043.0,42568.0,4525.0,11.8944,up,warning
498,285,Falabella,Sura,2025-08-07 08:00:01,2025-08-07 07:30:01,42568.0,40905.0,-1663.0,-3.9067,down,info
499,1382,Falabella,Sura,2025-08-07 09:00:01,2025-08-07 08:00:01,40905.0,42960.0,2055.0,5.0238,up,info
500,1383,Falabella,Sura,2025-08-07 09:30:01,2025-08-07 09:00:01,42960.0,43057.0,97.0,0.2258,up,info
501,1384,Falabella,Sura,2025-08-07 10:00:01,2025-08-07 09:30:01,43057.0,41345.0,-1712.0,-3.9761,down,info
502,1385,Falabella,Sura,2025-08-07 10:30:01,2025-08-07 10:00:01,41345.0,40660.0,-685.0,-1.6568,down,info
503,286,Falabella,Sura,2025-08-07 11:00:02,2025-08-07 10:30:01,40660.0,39339.0,-1321.0,-3.2489,down,info
504,287,Falabella,Sura,2025-08-07 11:30:02,2025-08-07 11:00:02,39339.0,38728.0,-611.0,-1.5532,down,info
505,288,Falabella,Sura,2025-08-07 12:30:01,2025-08-07 11:30:02,38728.0,34789.0,-3939.0,-10.1709,down,warning
506,323,Falabella,Sura,2025-08-08 06:30:02,2025-08-08 06:00:02,34789.0,43688.0,8899.0,25.5799,up,warning
507,324,Falabella,Sura,2025-08-08 07:00:02,2025-08-08 06:30:02,43688.0,36643.0,-7045.0,-16.1257,down,warning
508,325,Falabella,Sura,2025-08-08 07:30:02,2025-08-08 07:00:02,36643.0,36888.0,245.0,0.6686,up,info
509,326,Falabella,Sura,2025-08-08 08:00:01,2025-08-08 07:30:02,36888.0,37328.0,440.0,1.1928,up,info
510,327,Falabella,Sura,2025-08-08 08:30:01,2025-08-08 08:00:01,37328.0,40313.0,2985.0,7.9967,up,info
511,328,Falabella,Sura,2025-08-08 09:00:01,2025-08-08 08:30:01,40313.0,39799.0,-514.0,-1.275,down,info
512,329,Falabella,Sura,2025-08-08 09:30:01,2025-08-08 09:00:01,39799.0,44593.0,4794.0,12.0455,up,warning
513,330,Falabella,Sura,2025-08-08 10:00:01,2025-08-08 09:30:01,44593.0,37108.0,-7485.0,-16.7851,down,warning
514,331,Falabella,Sura,2025-08-08 10:30:01,2025-08-08 10:00:01,37108.0,41218.0,4110.0,11.0758,up,warning
515,332,Falabella,Sura,2025-08-08 11:00:02,2025-08-08 10:30:01,41218.0,36741.0,-4477.0,-10.8618,down,warning
516,333,Falabella,Sura,2025-08-08 11:30:02,2025-08-08 11:00:02,36741.0,36595.0,-146.0,-0.3974,down,info
517,1388,Falabella,Sura,2025-08-08 12:00:02,2025-08-08 11:30:02,36595.0,37279.0,684.0,1.8691,up,info
518,334,Falabella,Sura,2025-08-08 12:30:02,2025-08-08 12:00:02,37279.0,34784.0,-2495.0,-6.6928,down,info
519,341,Falabella,Sura,2025-08-08 16:30:02,2025-08-08 16:00:01,34784.0,33806.0,-978.0,-2.8116,down,info
520,1397,Falabella,Sura,2025-08-09 07:00:02,2025-08-09 06:00:02,33806.0,39036.0,5230.0,15.4706,up,warning
521,1398,Falabella,Sura,2025-08-09 07:30:01,2025-08-09 07:00:02,39036.0,34609.0,-4427.0,-11.3408,down,warning
522,1399,Falabella,Sura,2025-08-09 08:00:01,2025-08-09 07:30:01,34609.0,39696.0,5087.0,14.6985,up,warning
523,1400,Falabella,Sura,2025-08-09 08:30:01,2025-08-09 08:00:01,39696.0,37103.0,-2593.0,-6.5321,down,info
524,1401,Falabella,Sura,2025-08-09 09:00:01,2025-08-09 08:30:01,37103.0,35538.0,-1565.0,-4.218,down,info
525,1402,Falabella,Sura,2025-08-09 09:30:01,2025-08-09 09:00:01,35538.0,38220.0,2682.0,7.5469,up,info
526,1403,Falabella,Sura,2025-08-09 10:00:01,2025-08-09 09:30:01,38220.0,39500.0,1280.0,3.349,up,info
527,363,Falabella,Sura,2025-08-09 10:30:02,2025-08-09 10:00:01,39500.0,40861.0,1361.0,3.4456,up,info
528,364,Falabella,Sura,2025-08-09 11:00:02,2025-08-09 10:30:02,40861.0,37201.0,-3660.0,-8.9572,down,info
529,365,Falabella,Sura,2025-08-09 11:30:02,2025-08-09 11:00:02,37201.0,41555.0,4354.0,11.704,up,warning
530,366,Falabella,Sura,2025-08-09 12:00:02,2025-08-09 11:30:02,41555.0,39378.0,-2177.0,-5.2388,down,info
531,367,Falabella,Sura,2025-08-09 12:30:02,2025-08-09 12:00:02,39378.0,33802.0,-5576.0,-14.1602,down,warning
532,400,Falabella,Sura,2025-08-10 06:30:01,2025-08-10 06:00:01,33802.0,41101.0,7299.0,21.5934,up,warning
533,401,Falabella,Sura,2025-08-10 07:00:02,2025-08-10 06:30:01,41101.0,38557.0,-2544.0,-6.1896,down,info
534,402,Falabella,Sura,2025-08-10 07:30:02,2025-08-10 07:00:02,38557.0,38117.0,-440.0,-1.1412,down,info
535,403,Falabella,Sura,2025-08-10 08:00:02,2025-08-10 07:30:02,38117.0,39071.0,954.0,2.5028,up,info
536,404,Falabella,Sura,2025-08-10 08:30:02,2025-08-10 08:00:02,39071.0,41983.0,2912.0,7.4531,up,info
537,405,Falabella,Sura,2025-08-10 09:00:01,2025-08-10 08:30:02,41983.0,40384.0,-1599.0,-3.8087,down,info
538,406,Falabella,Sura,2025-08-10 09:30:01,2025-08-10 09:00:01,40384.0,38191.0,-2193.0,-5.4304,down,info
539,407,Falabella,Sura,2025-08-10 10:00:01,2025-08-10 09:30:01,38191.0,43035.0,4844.0,12.6836,up,warning
540,408,Falabella,Sura,2025-08-10 10:30:01,2025-08-10 10:00:01,43035.0,42864.0,-171.0,-0.3974,down,info
541,409,Falabella,Sura,2025-08-10 11:00:01,2025-08-10 10:30:01,42864.0,38883.0,-3981.0,-9.2875,down,info
542,410,Falabella,Sura,2025-08-10 11:30:01,2025-08-10 11:00:01,38883.0,34619.0,-4264.0,-10.9662,down,warning
543,411,Falabella,Sura,2025-08-10 12:00:02,2025-08-10 11:30:01,34619.0,34986.0,367.0,1.0601,up,info
544,412,Falabella,Sura,2025-08-10 12:30:02,2025-08-10 12:00:02,34986.0,33811.0,-1175.0,-3.3585,down,info
545,441,Falabella,Sura,2025-08-11 03:30:01,2025-08-11 03:00:01,33811.0,37611.0,3800.0,11.2389,up,warning
546,447,Falabella,Sura,2025-08-11 06:30:02,2025-08-11 06:00:02,37611.0,44279.0,6668.0,17.7289,up,warning
547,448,Falabella,Sura,2025-08-11 07:00:02,2025-08-11 06:30:02,44279.0,46824.0,2545.0,5.7476,up,info
548,449,Falabella,Sura,2025-08-11 07:30:01,2025-08-11 07:00:02,46824.0,43887.0,-2937.0,-6.2724,down,info
549,450,Falabella,Sura,2025-08-11 08:00:01,2025-08-11 07:30:01,43887.0,38503.0,-5384.0,-12.2679,down,warning
550,451,Falabella,Sura,2025-08-11 08:30:01,2025-08-11 08:00:01,38503.0,42680.0,4177.0,10.8485,up,warning
551,452,Falabella,Sura,2025-08-11 09:00:01,2025-08-11 08:30:01,42680.0,40852.0,-1828.0,-4.283,down,info
552,453,Falabella,Sura,2025-08-11 09:30:01,2025-08-11 09:00:01,40852.0,40428.0,-424.0,-1.0379,down,info
553,454,Falabella,Sura,2025-08-11 10:00:01,2025-08-11 09:30:01,40428.0,44703.0,4275.0,10.5744,up,warning
554,455,Falabella,Sura,2025-08-11 10:30:02,2025-08-11 10:00:01,44703.0,40004.0,-4699.0,-10.5116,down,warning
555,456,Falabella,Sura,2025-08-11 11:00:02,2025-08-11 10:30:02,40004.0,46530.0,6526.0,16.3134,up,warning
556,457,Falabella,Sura,2025-08-11 11:30:02,2025-08-11 11:00:02,46530.0,30287.0,-16243.0,-34.9087,down,critical
557,458,Falabella,Sura,2025-08-11 12:00:02,2025-08-11 11:30:02,30287.0,28192.0,-2095.0,-6.9172,down,info
558,459,Falabella,Sura,2025-08-11 12:30:01,2025-08-11 12:00:02,28192.0,27057.0,-1135.0,-4.026,down,info
559,1414,Falabella,Sura,2025-08-12 06:30:02,2025-08-12 05:30:02,27057.0,32607.0,5550.0,20.5123,up,warning
560,1415,Falabella,Sura,2025-08-12 07:00:01,2025-08-12 06:30:02,32607.0,32626.0,19.0,0.0583,up,info
561,1416,Falabella,Sura,2025-08-12 07:30:01,2025-08-12 07:00:01,32626.0,33723.0,1097.0,3.3623,up,info
562,1417,Falabella,Sura,2025-08-12 08:00:01,2025-08-12 07:30:01,33723.0,33508.0,-215.0,-0.6375,down,info
563,1418,Falabella,Sura,2025-08-12 08:30:01,2025-08-12 08:00:01,33508.0,28494.0,-5014.0,-14.9636,down,warning
564,1419,Falabella,Sura,2025-08-12 09:00:01,2025-08-12 08:30:01,28494.0,28573.0,79.0,0.2773,up,info
565,489,Falabella,Sura,2025-08-12 09:30:01,2025-08-12 09:00:01,28573.0,28690.0,117.0,0.4095,up,info
566,490,Falabella,Sura,2025-08-12 10:00:01,2025-08-12 09:30:01,28690.0,28651.0,-39.0,-0.1359,down,info
567,1420,Falabella,Sura,2025-08-12 10:30:02,2025-08-12 10:00:01,28651.0,28866.0,215.0,0.7504,up,info
568,491,Falabella,Sura,2025-08-12 11:00:02,2025-08-12 10:30:02,28866.0,32979.0,4113.0,14.2486,up,warning
569,492,Falabella,Sura,2025-08-12 11:30:02,2025-08-12 11:00:02,32979.0,31197.0,-1782.0,-5.4034,down,info
570,493,Falabella,Sura,2025-08-12 12:00:02,2025-08-12 11:30:02,31197.0,34996.0,3799.0,12.1775,up,warning
571,494,Falabella,Sura,2025-08-12 12:30:01,2025-08-12 12:00:02,34996.0,27065.0,-7931.0,-22.6626,down,warning
572,530,Falabella,Sura,2025-08-13 06:30:02,2025-08-13 06:00:01,27065.0,31950.0,4885.0,18.0491,up,warning
573,531,Falabella,Sura,2025-08-13 07:00:02,2025-08-13 06:30:02,31950.0,34399.0,2449.0,7.6651,up,info
574,532,Falabella,Sura,2025-08-13 07:30:02,2025-08-13 07:00:02,34399.0,28072.0,-6327.0,-18.393,down,warning
575,533,Falabella,Sura,2025-08-13 08:00:02,2025-08-13 07:30:02,28072.0,27386.0,-686.0,-2.4437,down,info
576,534,Falabella,Sura,2025-08-13 08:30:02,2025-08-13 08:00:02,27386.0,29580.0,2194.0,8.0114,up,info
577,536,Falabella,Sura,2025-08-13 09:30:01,2025-08-13 09:00:01,29580.0,30148.0,568.0,1.9202,up,info
578,537,Falabella,Sura,2025-08-13 10:00:01,2025-08-13 09:30:01,30148.0,29854.0,-294.0,-0.9752,down,info
579,538,Falabella,Sura,2025-08-13 10:30:01,2025-08-13 10:00:01,29854.0,33282.0,3428.0,11.4825,up,warning
580,539,Falabella,Sura,2025-08-13 11:00:01,2025-08-13 10:30:01,33282.0,33263.0,-19.0,-0.0571,down,info
581,540,Falabella,Sura,2025-08-13 11:30:01,2025-08-13 11:00:01,33263.0,29521.0,-3742.0,-11.2497,down,warning
582,542,Falabella,Sura,2025-08-13 12:30:02,2025-08-13 11:30:01,29521.0,27072.0,-2449.0,-8.2958,down,info
583,572,Falabella,Sura,2025-08-14 03:30:01,2025-08-14 03:00:01,27072.0,22560.0,-4512.0,-16.6667,down,warning
584,578,Falabella,Sura,2025-08-14 06:30:02,2025-08-14 06:00:02,22560.0,26094.0,3534.0,15.6649,up,warning
585,579,Falabella,Sura,2025-08-14 07:00:02,2025-08-14 06:30:02,26094.0,27433.0,1339.0,5.1314,up,info
586,580,Falabella,Sura,2025-08-14 07:30:01,2025-08-14 07:00:02,27433.0,27139.0,-294.0,-1.0717,down,info
587,581,Falabella,Sura,2025-08-14 08:00:02,2025-08-14 07:30:01,27139.0,24216.0,-2923.0,-10.7705,down,warning
588,1421,Falabella,Sura,2025-08-14 08:30:02,2025-08-14 08:00:02,24216.0,25653.0,1437.0,5.9341,up,info
589,582,Falabella,Sura,2025-08-14 09:00:02,2025-08-14 08:30:02,25653.0,25735.0,82.0,0.3197,up,info
