date,portal,insurer,wins,appearances,win_rate,window
2025-08-01,Falabella,Bci,0,41,0.0,1d
2025-08-01,Falabella,Cardif,41,44,93.1818,1d
2025-08-01,Falabella,Consorcio,0,44,0.0,1d
2025-08-01,Falabella,Fid,0,36,0.0,1d
2025-08-01,Falabella,Hdi,0,44,0.0,1d
2025-08-01,Falabella,Sura,0,41,0.0,1d
2025-08-01,Falabella,Zenit,0,43,0.0,1d
2025-08-01,Falabella,Zurich,3,43,6.9767,1d
2025-08-01,Santander,Consorcio,0,42,0.0,1d
2025-08-01,Santander,Fid,0,37,0.0,1d
2025-08-01,Santander,Hdi,0,38,0.0,1d
2025-08-01,Santander,Mapfre,0,42,0.0,1d
2025-08-01,Santander,REALE,0,42,0.0,1d
2025-08-01,Santander,Sura,3,42,7.1429,1d
2025-08-01,Santander,ZURICH,0,41,0.0,1d
2025-08-01,Santander,Zenit,39,39,100.0,1d
2025-08-02,Falabella,Bci,0,47,0.0,1d
2025-08-02,Falabella,Cardif,5,48,10.4167,1d
2025-08-02,Falabella,Consorcio,0,48,0.0,1d
2025-08-02,Falabella,Fid,1,35,2.8571,1d
2025-08-02,Falabella,Hdi,0,47,0.0,1d
2025-08-02,Falabella,Sura,0,42,0.0,1d
2025-08-02,Falabella,Zenit,0,46,0.0,1d
2025-08-02,Falabella,Zurich,42,47,89.3617,1d
2025-08-02,Santander,Consorcio,0,48,0.0,1d
2025-08-02,Santander,Fid,0,41,0.0,1d
2025-08-02,Santander,Hdi,0,46,0.0,1d
2025-08-02,Santander,Mapfre,0,48,0.0,1d
2025-08-02,Santander,REALE,0,48,0.0,1d
2025-08-02,Santander,Sura,1,48,2.0833,1d
2025-08-02,Santander,ZURICH,0,48,0.0,1d
2025-08-02,Santander,Zenit,47,47,100.0,1d
2025-08-03,Falabella,Bci,0,44,0.0,1d
2025-08-03,Falabella,Cardif,1,48,2.0833,1d
2025-08-03,Falabella,Consorcio,0,48,0.0,1d
2025-08-03,Falabella,Fid,0,37,0.0,1d
2025-08-03,Falabella,Hdi,0,48,0.0,1d
2025-08-03,Falabella,Sura,0,44,0.0,1d
2025-08-03,Falabella,Zenit,0,42,0.0,1d
2025-08-03,Falabella,Zurich,47,47,100.0,1d
2025-08-03,Santander,Consorcio,0,48,0.0,1d
2025-08-03,Santander,Fid,0,38,0.0,1d
2025-08-03,Santander,Hdi,0,47,0.0,1d
2025-08-03,Santander,Mapfre,0,48,0.0,1d
2025-08-03,Santander,REALE,0,48,0.0,1d
2025-08-03,Santander,Sura,3,48,6.25,1d
2025-08-03,Santander,ZURICH,0,47,0.0,1d
2025-08-03,Santander,Zenit,45,45,100.0,1d
2025-08-04,Falabella,Bci,0,47,0.0,1d
2025-08-04,Falabella,Cardif,0,47,0.0,1d
2025-08-04,Falabella,Consorcio,0,48,0.0,1d
2025-08-04,Falabella,Fid,0,42,0.0,1d
2025-08-04,Falabella,Hdi,0,48,0.0,1d
2025-08-04,Falabella,Sura,0,44,0.0,1d
2025-08-04,Falabella,Zenit,0,48,0.0,1d
2025-08-04,Falabella,Zurich,48,48,100.0,1d
2025-08-04,Santander,Consorcio,0,44,0.0,1d
2025-08-04,Santander,Fid,0,38,0.0,1d
2025-08-04,Santander,Hdi,0,43,0.0,1d
2025-08-04,Santander,Mapfre,0,44,0.0,1d
2025-08-04,Santander,REALE,1,44,2.2727,1d
2025-08-04,Santander,Sura,4,46,8.6957,1d
2025-08-04,Santander,ZURICH,0,44,0.0,1d
2025-08-04,Santander,Zenit,43,43,100.0,1d
2025-08-05,Falabella,Bci,0,47,0.0,1d
2025-08-05,Falabella,Cardif,1,48,2.0833,1d
2025-08-05,Falabella,Consorcio,0,46,0.0,1d
2025-08-05,Falabella,Fid,0,32,0.0,1d
2025-08-05,Falabella,Hdi,0,47,0.0,1d
2025-08-05,Falabella,Sura,0,46,0.0,1d
2025-08-05,Falabella,Zenit,0,45,0.0,1d
2025-08-05,Falabella,Zurich,47,47,100.0,1d
2025-08-05,Santander,Consorcio,0,44,0.0,1d
2025-08-05,Santander,Fid,0,36,0.0,1d
2025-08-05,Santander,Hdi,0,43,0.0,1d
2025-08-05,Santander,Mapfre,0,44,0.0,1d
2025-08-05,Santander,REALE,0,42,0.0,1d
2025-08-05,Santander,Sura,0,44,0.0,1d
2025-08-05,Santander,ZURICH,0,44,0.0,1d
2025-08-05,Santander,Zenit,44,44,100.0,1d
2025-08-06,Falabella,Bci,0,43,0.0,1d
2025-08-06,Falabella,Cardif,43,48,89.5833,1d
2025-08-06,Falabella,Consorcio,0,48,0.0,1d
2025-08-06,Falabella,Fid,0,42,0.0,1d
2025-08-06,Falabella,Hdi,0,48,0.0,1d
2025-08-06,Falabella,Sura,0,48,0.0,1d
2025-08-06,Falabella,Zenit,0,43,0.0,1d
2025-08-06,Falabella,Zurich,5,48,10.4167,1d
2025-08-06,Santander,Consorcio,0,47,0.0,1d
2025-08-06,Santander,Fid,0,40,0.0,1d
2025-08-06,Santander,Hdi,0,47,0.0,1d
2025-08-06,Santander,Mapfre,0,48,0.0,1d
2025-08-06,Santander,REALE,0,48,0.0,1d
2025-08-06,Santander,Sura,3,48,6.25,1d
2025-08-06,Santander,ZURICH,0,46,0.0,1d
2025-08-06,Santander,Zenit,45,45,100.0,1d
2025-08-07,Falabella,Bci,0,40,0.0,1d
2025-08-07,Falabella,Cardif,5,47,10.6383,1d
2025-08-07,Falabella,Consorcio,0,48,0.0,1d
2025-08-07,Falabella,Fid,4,41,9.7561,1d
2025-08-07,Falabella,Hdi,0,47,0.0,1d
2025-08-07,Falabella,Sura,0,44,0.0,1d
2025-08-07,Falabella,Zenit,0,41,0.0,1d
2025-08-07,Falabella,Zurich,39,43,90.6977,1d
2025-08-07,Santander,Consorcio,0,47,0.0,1d
2025-08-07,Santander,Fid,0,40,0.0,1d
2025-08-07,Santander,Hdi,0,46,0.0,1d
2025-08-07,Santander,Mapfre,0,48,0.0,1d
2025-08-07,Santander,REALE,0,48,0.0,1d
2025-08-07,Santander,Sura,12,48,25.0,1d
2025-08-07,Santander,ZURICH,0,45,0.0,1d
2025-08-07,Santander,Zenit,36,36,100.0,1d
2025-08-08,Falabella,Bci,0,45,0.0,1d
2025-08-08,Falabella,Cardif,0,48,0.0,1d
2025-08-08,Falabella,Consorcio,0,48,0.0,1d
2025-08-08,Falabella,Fid,0,44,0.0,1d
2025-08-08,Falabella,Hdi,0,48,0.0,1d
2025-08-08,Falabella,Sura,0,48,0.0,1d
2025-08-08,Falabella,Zenit,0,48,0.0,1d
2025-08-08,Falabella,Zurich,48,48,100.0,1d
2025-08-08,Santander,Consorcio,0,41,0.0,1d
2025-08-08,Santander,Fid,0,41,0.0,1d
2025-08-08,Santander,Hdi,0,41,0.0,1d
2025-08-08,Santander,Mapfre,0,40,0.0,1d
2025-08-08,Santander,REALE,1,39,2.5641,1d
2025-08-08,Santander,Sura,11,43,25.5814,1d
2025-08-08,Santander,ZURICH,2,41,4.878,1d
2025-08-08,Santander,Zenit,32,40,80.0,1d
2025-08-09,Falabella,Bci,0,35,0.0,1d
2025-08-09,Falabella,Cardif,0,47,0.0,1d
2025-08-09,Falabella,Consorcio,0,48,0.0,1d
2025-08-09,Falabella,Fid,1,46,2.1739,1d
2025-08-09,Falabella,Hdi,0,39,0.0,1d
2025-08-09,Falabella,Sura,0,46,0.0,1d
2025-08-09,Falabella,Zenit,0,36,0.0,1d
2025-08-09,Falabella,Zurich,47,47,100.0,1d
2025-08-09,Santander,Consorcio,0,47,0.0,1d
2025-08-09,Santander,Fid,0,44,0.0,1d
2025-08-09,Santander,Hdi,0,39,0.0,1d
2025-08-09,Santander,Mapfre,0,47,0.0,1d
2025-08-09,Santander,REALE,0,47,0.0,1d
2025-08-09,Santander,Sura,46,46,100.0,1d
2025-08-09,Santander,ZURICH,0,47,0.0,1d
2025-08-09,Santander,Zenit,2,35,5.7143,1d
2025-08-10,Falabella,Bci,0,44,0.0,1d
2025-08-10,Falabella,Cardif,0,48,0.0,1d
2025-08-10,Falabella,Consorcio,0,47,0.0,1d
2025-08-10,Falabella,Fid,1,46,2.1739,1d
2025-08-10,Falabella,Hdi,0,48,0.0,1d
2025-08-10,Falabella,Sura,0,48,0.0,1d
2025-08-10,Falabella,Zenit,0,43,0.0,1d
2025-08-10,Falabella,Zurich,47,47,100.0,1d
2025-08-10,Santander,Consorcio,0,48,0.0,1d
2025-08-10,Santander,Fid,0,44,0.0,1d
2025-08-10,Santander,Hdi,0,46,0.0,1d
2025-08-10,Santander,Mapfre,0,47,0.0,1d
2025-08-10,Santander,REALE,0,48,0.0,1d
2025-08-10,Santander,Sura,48,48,100.0,1d
2025-08-10,Santander,ZURICH,0,48,0.0,1d
2025-08-10,Santander,Zenit,0,45,0.0,1d
2025-08-11,Falabella,Bci,0,45,0.0,1d
2025-08-11,Falabella,Cardif,16,48,33.3333,1d
2025-08-11,Falabella,Consorcio,0,47,0.0,1d
2025-08-11,Falabella,Fid,0,42,0.0,1d
2025-08-11,Falabella,Hdi,0,48,0.0,1d
2025-08-11,Falabella,Sura,0,45,0.0,1d
2025-08-11,Falabella,Zenit,0,44,0.0,1d
2025-08-11,Falabella,Zurich,32,47,68.0851,1d
2025-08-11,Santander,Consorcio,1,38,2.6316,1d
2025-08-11,Santander,Fid,0,36,0.0,1d
2025-08-11,Santander,Hdi,0,37,0.0,1d
2025-08-11,Santander,Mapfre,0,39,0.0,1d
2025-08-11,Santander,REALE,0,39,0.0,1d
2025-08-11,Santander,Sura,43,43,100.0,1d
2025-08-11,Santander,ZURICH,0,39,0.0,1d
2025-08-11,Santander,Zenit,0,34,0.0,1d
2025-08-12,Falabella,Bci,0,38,0.0,1d
2025-08-12,Falabella,Cardif,2,48,4.1667,1d
2025-08-12,Falabella,Consorcio,0,47,0.0,1d
2025-08-12,Falabella,Fid,1,45,2.2222,1d
2025-08-12,Falabella,Hdi,0,48,0.0,1d
2025-08-12,Falabella,Sura,0,47,0.0,1d
2025-08-12,Falabella,Zenit,0,38,0.0,1d
2025-08-12,Falabella,Zurich,45,47,95.7447,1d
2025-08-12,Santander,Consorcio,0,36,0.0,1d
2025-08-12,Santander,Fid,0,34,0.0,1d
2025-08-12,Santander,Hdi,0,34,0.0,1d
2025-08-12,Santander,Mapfre,0,36,0.0,1d
2025-08-12,Santander,REALE,0,36,0.0,1d
2025-08-12,Santander,Sura,36,36,100.0,1d
2025-08-12,Santander,ZURICH,0,36,0.0,1d
2025-08-12,Santander,Zenit,0,30,0.0,1d
2025-08-13,Falabella,Bci,0,48,0.0,1d
2025-08-13,Falabella,Cardif,48,48,100.0,1d
2025-08-13,Falabella,Consorcio,0,48,0.0,1d
2025-08-13,Falabella,Fid,0,30,0.0,1d
2025-08-13,Falabella,Hdi,0,48,0.0,1d
2025-08-13,Falabella,Sura,0,46,0.0,1d
2025-08-13,Falabella,Zenit,0,47,0.0,1d
2025-08-13,Falabella,Zurich,0,44,0.0,1d
2025-08-13,Santander,Consorcio,0,45,0.0,1d
2025-08-13,Santander,Fid,0,31,0.0,1d
2025-08-13,Santander,Hdi,0,46,0.0,1d
2025-08-13,Santander,Mapfre,0,46,0.0,1d
2025-08-13,Santander,REALE,0,46,0.0,1d
2025-08-13,Santander,Sura,46,46,100.0,1d
2025-08-13,Santander,ZURICH,0,46,0.0,1d
2025-08-13,Santander,Zenit,0,46,0.0,1d
2025-08-14,Falabella,Bci,0,47,0.0,1d
2025-08-14,Falabella,Cardif,46,46,100.0,1d
2025-08-14,Falabella,Consorcio,0,46,0.0,1d
2025-08-14,Falabella,Fid,0,48,0.0,1d
2025-08-14,Falabella,Hdi,0,47,0.0,1d
2025-08-14,Falabella,Sura,0,47,0.0,1d
2025-08-14,Falabella,Zenit,0,47,0.0,1d
2025-08-14,Falabella,Zurich,2,47,4.2553,1d
2025-08-14,Santander,Consorcio,0,43,0.0,1d
2025-08-14,Santander,Fid,0,43,0.0,1d
2025-08-14,Santander,Hdi,0,44,0.0,1d
2025-08-14,Santander,Mapfre,0,44,0.0,1d
2025-08-14,Santander,REALE,0,44,0.0,1d
2025-08-14,Santander,Sura,44,44,100.0,1d
2025-08-14,Santander,ZURICH,0,42,0.0,1d
2025-08-14,Santander,Zenit,0,44,0.0,1d
2025-08-15,Falabella,Bci,0,48,0.0,1d
2025-08-15,Falabella,Cardif,48,48,100.0,1d
2025-08-15,Falabella,Consorcio,0,9,0.0,1d
2025-08-15,Falabella,Fid,0,46,0.0,1d
2025-08-15,Falabella,Hdi,0,48,0.0,1d
2025-08-15,Falabella,Sura,0,43,0.0,1d
2025-08-15,Falabella,Zenit,0,48,0.0,1d
2025-08-15,Falabella,Zurich,0,48,0.0,1d
2025-08-15,Santander,Consorcio,0,42,0.0,1d
2025-08-15,Santander,Fid,0,43,0.0,1d
2025-08-15,Santander,Hdi,0,44,0.0,1d
2025-08-15,Santander,Mapfre,0,47,0.0,1d
2025-08-15,Santander,REALE,0,21,0.0,1d
2025-08-15,Santander,Sura,48,48,100.0,1d
2025-08-15,Santander,ZURICH,0,46,0.0,1d
2025-08-15,Santander,Zenit,0,45,0.0,1d
2025-08-16,Falabella,Bci,0,48,0.0,1d
2025-08-16,Falabella,Cardif,47,47,100.0,1d
2025-08-16,Falabella,Fid,0,46,0.0,1d
2025-08-16,Falabella,Hdi,0,48,0.0,1d
2025-08-16,Falabella,Sura,0,46,0.0,1d
2025-08-16,Falabella,Zenit,0,48,0.0,1d
2025-08-16,Falabella,Zurich,1,48,2.0833,1d
2025-08-16,Santander,Consorcio,0,48,0.0,1d
2025-08-16,Santander,Fid,0,44,0.0,1d
2025-08-16,Santander,Hdi,0,45,0.0,1d
2025-08-16,Santander,Mapfre,0,48,0.0,1d
2025-08-16,Santander,Sura,48,48,100.0,1d
2025-08-16,Santander,ZURICH,0,47,0.0,1d
2025-08-16,Santander,Zenit,0,48,0.0,1d
2025-08-17,Falabella,Bci,0,46,0.0,1d
2025-08-17,Falabella,Cardif,48,48,100.0,1d
2025-08-17,Falabella,Fid,0,47,0.0,1d
2025-08-17,Falabella,Hdi,0,48,0.0,1d
2025-08-17,Falabella,Sura,0,48,0.0,1d
2025-08-17,Falabella,Zenit,0,46,0.0,1d
2025-08-17,Falabella,Zurich,0,48,0.0,1d
2025-08-17,Santander,Consorcio,0,48,0.0,1d
2025-08-17,Santander,Fid,0,46,0.0,1d
2025-08-17,Santander,Hdi,0,43,0.0,1d
2025-08-17,Santander,Mapfre,0,48,0.0,1d
2025-08-17,Santander,Sura,48,48,100.0,1d
2025-08-17,Santander,ZURICH,0,48,0.0,1d
2025-08-17,Santander,Zenit,0,47,0.0,1d
2025-08-18,Falabella,Bci,0,47,0.0,1d
2025-08-18,Falabella,Cardif,48,48,100.0,1d
2025-08-18,Falabella,Consorcio,0,13,0.0,1d
2025-08-18,Falabella,Fid,0,47,0.0,1d
2025-08-18,Falabella,Hdi,0,48,0.0,1d
2025-08-18,Falabella,Sura,0,45,0.0,1d
2025-08-18,Falabella,Zenit,0,47,0.0,1d
2025-08-18,Falabella,Zurich,0,48,0.0,1d
2025-08-18,Santander,Consorcio,0,48,0.0,1d
2025-08-18,Santander,Fid,0,46,0.0,1d
2025-08-18,Santander,Hdi,0,42,0.0,1d
2025-08-18,Santander,Mapfre,0,48,0.0,1d
2025-08-18,Santander,Sura,48,48,100.0,1d
2025-08-18,Santander,ZURICH,0,48,0.0,1d
2025-08-18,Santander,Zenit,0,48,0.0,1d
2025-08-19,Falabella,Bci,0,42,0.0,1d
2025-08-19,Falabella,Cardif,43,43,100.0,1d
2025-08-19,Falabella,Consorcio,0,43,0.0,1d
2025-08-19,Falabella,Fid,0,41,0.0,1d
2025-08-19,Falabella,Hdi,0,43,0.0,1d
2025-08-19,Falabella,Sura,0,38,0.0,1d
2025-08-19,Falabella,Zenit,0,42,0.0,1d
2025-08-19,Falabella,Zurich,0,43,0.0,1d
2025-08-19,Santander,Consorcio,0,48,0.0,1d
2025-08-19,Santander,Fid,0,45,0.0,1d
2025-08-19,Santander,Hdi,0,48,0.0,1d
2025-08-19,Santander,Mapfre,0,47,0.0,1d
2025-08-19,Santander,Sura,47,47,100.0,1d
2025-08-19,Santander,ZURICH,0,47,0.0,1d
2025-08-19,Santander,Zenit,1,48,2.0833,1d
2025-08-20,Falabella,Bci,0,48,0.0,1d
2025-08-20,Falabella,Cardif,47,47,100.0,1d
2025-08-20,Falabella,Consorcio,1,48,2.0833,1d
2025-08-20,Falabella,Fid,0,43,0.0,1d
2025-08-20,Falabella,Hdi,0,46,0.0,1d
2025-08-20,Falabella,Sura,0,47,0.0,1d
2025-08-20,Falabella,Zenit,0,8,0.0,1d
2025-08-20,Falabella,Zurich,0,48,0.0,1d
2025-08-20,Santander,Consorcio,0,47,0.0,1d
2025-08-20,Santander,Fid,0,42,0.0,1d
2025-08-20,Santander,Hdi,0,41,0.0,1d
2025-08-20,Santander,Mapfre,0,46,0.0,1d
2025-08-20,Santander,Sura,48,48,100.0,1d
2025-08-20,Santander,ZURICH,0,44,0.0,1d
2025-08-20,Santander,Zenit,0,46,0.0,1d
2025-08-21,Falabella,Bci,0,48,0.0,1d
2025-08-21,Falabella,Cardif,48,48,100.0,1d
2025-08-21,Falabella,Consorcio,0,47,0.0,1d
2025-08-21,Falabella,Fid,0,46,0.0,1d
2025-08-21,Falabella,Hdi,0,48,0.0,1d
2025-08-21,Falabella,Sura,0,46,0.0,1d
2025-08-21,Falabella,Zurich,0,48,0.0,1d
2025-08-21,Santander,Consorcio,0,47,0.0,1d
2025-08-21,Santander,Fid,0,47,0.0,1d
2025-08-21,Santander,Hdi,0,45,0.0,1d
2025-08-21,Santander,Mapfre,0,48,0.0,1d
2025-08-21,Santander,Sura,48,48,100.0,1d
2025-08-21,Santander,ZURICH,0,46,0.0,1d
2025-08-21,Santander,Zenit,0,45,0.0,1d
2025-08-22,Falabella,Bci,0,48,0.0,1d
2025-08-22,Falabella,Cardif,10,48,20.8333,1d
2025-08-22,Falabella,Consorcio,38,43,88.3721,1d
2025-08-22,Falabella,Fid,0,47,0.0,1d
2025-08-22,Falabella,Hdi,0,48,0.0,1d
2025-08-22,Falabella,Sura,0,42,0.0,1d
2025-08-22,Falabella,Zurich,0,47,0.0,1d
2025-08-22,Santander,Consorcio,0,44,0.0,1d
2025-08-22,Santander,Fid,0,46,0.0,1d
2025-08-22,Santander,Hdi,0,46,0.0,1d
2025-08-22,Santander,Mapfre,0,44,0.0,1d
2025-08-22,Santander,Sura,48,48,100.0,1d
2025-08-22,Santander,ZURICH,0,47,0.0,1d
2025-08-22,Santander,Zenit,0,47,0.0,1d
2025-08-23,Falabella,Bci,0,47,0.0,1d
2025-08-23,Falabella,Cardif,0,46,0.0,1d
2025-08-23,Falabella,Consorcio,48,48,100.0,1d
2025-08-23,Falabella,Fid,0,46,0.0,1d
2025-08-23,Falabella,Hdi,0,48,0.0,1d
2025-08-23,Falabella,Sura,0,40,0.0,1d
2025-08-23,Falabella,Zurich,0,48,0.0,1d
2025-08-23,Santander,Consorcio,0,47,0.0,1d
2025-08-23,Santander,Fid,0,46,0.0,1d
2025-08-23,Santander,Hdi,0,44,0.0,1d
2025-08-23,Santander,Mapfre,0,48,0.0,1d
2025-08-23,Santander,Sura,48,48,100.0,1d
2025-08-23,Santander,ZURICH,0,47,0.0,1d
2025-08-23,Santander,Zenit,0,48,0.0,1d
2025-08-24,Falabella,Bci,0,43,0.0,1d
2025-08-24,Falabella,Cardif,45,48,93.75,1d
2025-08-24,Falabella,Consorcio,3,47,6.383,1d
2025-08-24,Falabella,Fid,0,46,0.0,1d
2025-08-24,Falabella,Hdi,0,48,0.0,1d
2025-08-24,Falabella,Sura,0,47,0.0,1d
2025-08-24,Falabella,Zurich,0,48,0.0,1d
2025-08-24,Santander,Consorcio,0,48,0.0,1d
2025-08-24,Santander,Fid,0,47,0.0,1d
2025-08-24,Santander,Hdi,0,45,0.0,1d
2025-08-24,Santander,Mapfre,0,47,0.0,1d
2025-08-24,Santander,Sura,47,47,100.0,1d
2025-08-24,Santander,ZURICH,0,46,0.0,1d
2025-08-24,Santander,Zenit,1,47,2.1277,1d
2025-08-25,Falabella,Bci,0,47,0.0,1d
2025-08-25,Falabella,Cardif,48,48,100.0,1d
2025-08-25,Falabella,Consorcio,0,48,0.0,1d
2025-08-25,Falabella,Fid,0,47,0.0,1d
2025-08-25,Falabella,Hdi,0,48,0.0,1d
2025-08-25,Falabella,Sura,0,44,0.0,1d
2025-08-25,Falabella,Zurich,0,48,0.0,1d
2025-08-25,Santander,Consorcio,0,46,0.0,1d
2025-08-25,Santander,Fid,0,47,0.0,1d
2025-08-25,Santander,Hdi,0,45,0.0,1d
2025-08-25,Santander,Mapfre,0,47,0.0,1d
2025-08-25,Santander,Sura,48,48,100.0,1d
2025-08-25,Santander,ZURICH,0,47,0.0,1d
2025-08-25,Santander,Zenit,0,48,0.0,1d
2025-08-26,Falabella,Bci,0,47,0.0,1d
2025-08-26,Falabella,Cardif,47,47,100.0,1d
2025-08-26,Falabella,Consorcio,1,46,2.1739,1d
2025-08-26,Falabella,Fid,0,46,0.0,1d
2025-08-26,Falabella,Hdi,0,48,0.0,1d
2025-08-26,Falabella,Sura,0,31,0.0,1d
2025-08-26,Falabella,Zurich,0,46,0.0,1d
2025-08-26,Santander,Consorcio,0,48,0.0,1d
2025-08-26,Santander,Fid,0,47,0.0,1d
2025-08-26,Santander,Hdi,0,42,0.0,1d
2025-08-26,Santander,Mapfre,0,48,0.0,1d
2025-08-26,Santander,Sura,48,48,100.0,1d
2025-08-26,Santander,ZURICH,0,48,0.0,1d
2025-08-26,Santander,Zenit,0,48,0.0,1d
2025-08-27,Falabella,Bci,0,47,0.0,1d
2025-08-27,Falabella,Cardif,48,48,100.0,1d
2025-08-27,Falabella,Consorcio,0,48,0.0,1d
2025-08-27,Falabella,Fid,0,47,0.0,1d
2025-08-27,Falabella,Hdi,0,48,0.0,1d
2025-08-27,Falabella,Sura,0,43,0.0,1d
2025-08-27,Falabella,Zurich,0,48,0.0,1d
2025-08-27,Santander,Consorcio,0,48,0.0,1d
2025-08-27,Santander,Fid,0,46,0.0,1d
2025-08-27,Santander,Hdi,0,48,0.0,1d
2025-08-27,Santander,Mapfre,0,48,0.0,1d
2025-08-27,Santander,Sura,36,36,100.0,1d
2025-08-27,Santander,ZURICH,0,47,0.0,1d
2025-08-27,Santander,Zenit,12,48,25.0,1d
2025-08-28,Falabella,Bci,0,48,0.0,1d
2025-08-28,Falabella,Cardif,48,48,100.0,1d
2025-08-28,Falabella,Consorcio,0,47,0.0,1d
2025-08-28,Falabella,Fid,0,45,0.0,1d
2025-08-28,Falabella,Hdi,0,48,0.0,1d
2025-08-28,Falabella,Sura,0,47,0.0,1d
2025-08-28,Falabella,Zurich,0,47,0.0,1d
2025-08-28,Santander,Consorcio,0,48,0.0,1d
2025-08-28,Santander,Fid,0,44,0.0,1d
2025-08-28,Santander,Hdi,0,47,0.0,1d
2025-08-28,Santander,Mapfre,0,48,0.0,1d
2025-08-28,Santander,Sura,48,48,100.0,1d
2025-08-28,Santander,ZURICH,0,47,0.0,1d
2025-08-28,Santander,Zenit,0,47,0.0,1d
2025-08-29,Falabella,Bci,0,47,0.0,1d
2025-08-29,Falabella,Cardif,48,48,100.0,1d
2025-08-29,Falabella,Consorcio,0,47,0.0,1d
2025-08-29,Falabella,Fid,0,47,0.0,1d
2025-08-29,Falabella,Hdi,0,47,0.0,1d
2025-08-29,Falabella,Sura,0,40,0.0,1d
2025-08-29,Falabella,Zurich,0,47,0.0,1d
2025-08-29,Santander,Consorcio,0,48,0.0,1d
2025-08-29,Santander,Fid,0,44,0.0,1d
2025-08-29,Santander,Hdi,0,45,0.0,1d
2025-08-29,Santander,Mapfre,0,48,0.0,1d
2025-08-29,Santander,Sura,48,48,100.0,1d
2025-08-29,Santander,ZURICH,0,48,0.0,1d
2025-08-29,Santander,Zenit,0,48,0.0,1d
2025-08-30,Falabella,Bci,0,48,0.0,1d
2025-08-30,Falabella,Cardif,6,48,12.5,1d
2025-08-30,Falabella,Consorcio,42,47,89.3617,1d
2025-08-30,Falabella,Fid,0,43,0.0,1d
2025-08-30,Falabella,Hdi,0,48,0.0,1d
2025-08-30,Falabella,Sura,0,45,0.0,1d
2025-08-30,Falabella,Zurich,0,47,0.0,1d
2025-08-30,Santander,Consorcio,0,48,0.0,1d
2025-08-30,Santander,Fid,0,44,0.0,1d
2025-08-30,Santander,Hdi,0,46,0.0,1d
2025-08-30,Santander,Mapfre,0,47,0.0,1d
2025-08-30,Santander,Sura,47,47,100.0,1d
2025-08-30,Santander,ZURICH,0,47,0.0,1d
2025-08-30,Santander,Zenit,1,48,2.0833,1d
2025-08-31,Falabella,Bci,0,4,0.0,1d
2025-08-31,Falabella,Cardif,0,4,0.0,1d
2025-08-31,Falabella,Consorcio,4,4,100.0,1d
2025-08-31,Falabella,Fid,0,3,0.0,1d
2025-08-31,Falabella,Hdi,0,4,0.0,1d
2025-08-31,Falabella,Sura,0,4,0.0,1d
2025-08-31,Falabella,Zurich,0,4,0.0,1d
2025-08-31,Santander,Consorcio,0,4,0.0,1d
2025-08-31,Santander,Fid,0,3,0.0,1d
2025-08-31,Santander,Hdi,0,4,0.0,1d
2025-08-31,Santander,Mapfre,0,4,0.0,1d
