alert_type,severity,portal,insurer,fired_at,run_id,value,threshold,detail,alert_id,acknowledged
price_move,warning,Santander,Fid,2025-08-30 00:00:01,2806,26.28,10.0,Fid on Santander: 44693 → 56439 (+26.3%),269,False
price_move,warning,Santander,Fid,2025-08-30 08:30:02,2823,-22.05,10.0,Fid on Santander: 57353 → 44706 (-22.1%),270,False
price_move,warning,Santander,Sura,2025-08-08 13:30:02,1799,-17.21,10.0,Sura on Santander: 30864 → 25551 (-17.2%),271,False
price_move,warning,Santander,Sura,2025-08-19 12:30:02,2303,19.99,10.0,Sura on Santander: 25622 → 30745 (+20.0%),272,False
price_move,warning,Santander,Sura,2025-08-27 15:30:02,2693,11.52,10.0,Sura on Santander: 20688 → 23071 (+11.5%),273,False
price_move,warning,Santander,Zenit,2025-08-11 18:30:02,1949,23.17,10.0,Zenit on Santander: 26404 → 32521 (+23.2%),274,False
market_floor_drop,critical,Falabella,ALL,2025-08-11 05:30:02,500,-27.0,-20.0,Market floor on Falabella dropped -27.0%: 35240 → 25726,275,False
market_floor_drop,critical,Falabella,ALL,2025-08-16 01:00:01,731,-20.7,-20.0,Market floor on Falabella dropped -20.7%: 25763 → 20430,276,False
market_floor_drop,critical,Santander,ALL,2025-08-04 03:30:02,1593,-23.74,-20.0,Market floor on Santander dropped -23.7%: 37279 → 28428,277,False
market_floor_drop,critical,Santander,ALL,2025-08-08 16:00:01,1804,-31.43,-20.0,Market floor on Santander dropped -31.4%: 37260 → 25551,278,False
market_floor_drop,critical,Santander,ALL,2025-08-11 02:30:01,1919,-50.06,-20.0,Market floor on Santander dropped -50.1%: 51188 → 25563,279,False
market_floor_drop,critical,Santander,ALL,2025-08-19 00:00:02,2278,-21.4,-20.0,Market floor on Santander dropped -21.4%: 32587 → 25614,280,False
market_floor_drop,critical,Santander,ALL,2025-08-19 13:00:02,2304,-32.87,-20.0,Market floor on Santander dropped -32.9%: 30745 → 20640,281,False
market_floor_drop,critical,Santander,ALL,2025-08-23 22:30:02,2515,-36.68,-20.0,Market floor on Santander dropped -36.7%: 32634 → 20664,282,False
market_floor_drop,critical,Santander,ALL,2025-08-27 15:30:02,2693,-29.39,-20.0,Market floor on Santander dropped -29.4%: 32672 → 23071,283,False
market_floor_drop,critical,Santander,ALL,2025-08-30 01:30:01,2809,-29.39,-20.0,Market floor on Santander dropped -29.4%: 32700 → 23091,284,False
